taxon_id	otu_id	domain	phylum	class	order	family	genus	species	treatment_1	treatment_2	log2_median_ratio	median_diff	mean_diff	wilcox_p_value
aaf	525919	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	Community_acquired_pneumonia	Healthy	0.197229724084615	0.637219688559439	0.753868076285086	0.226653460018041
aav	526224	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira murdochii	COVID_19	Community_acquired_pneumonia	-1.14119780865568	-0.239580466390848	-0.222160129865591	0.000383990974070762
aav	526224	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira murdochii	COVID_19	Healthy	-1.46675576388713	-0.350534852569676	-0.377035772067481	0.00425656792432985
aav	526224	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira murdochii	Community_acquired_pneumonia	Healthy	-0.325557955231449	-0.110954386178828	-0.15487564220189	0.543732262582812
arq	536227	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	COVID_19	Community_acquired_pneumonia	-0.729714498820766	-0.102285441566395	-0.120392323307158	0.0101689245568035
arq	536227	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	COVID_19	Healthy	-0.728805229999188	-0.102123100031656	-0.223462006552123	0.0319119744171965
arq	536227	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	Community_acquired_pneumonia	Healthy	0.000909268821577606	0.000162341534738708	-0.103069683244965	0.875922182157014
acx	546269	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Filifactor alocis	COVID_19	Community_acquired_pneumonia	-0.350585439948792	-0.177624055368913	-0.288896801292683	0.0281426073321178
acx	546269	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Filifactor alocis	COVID_19	Healthy	-0.163461660249195	-0.0774681328307996	-0.255920347062909	0.125761648759266
acx	546269	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Filifactor alocis	Community_acquired_pneumonia	Healthy	0.187123779699596	0.100155922538113	0.0329764542297737	0.642145344857269
aoy	553814	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	COVID_19	Community_acquired_pneumonia	-1.26621650260004	-0.411105889910505	-0.376647235918961	3.40114085342687e-05
aoy	553814	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	COVID_19	Healthy	1.03749788177303	0.15002265444886	0.0655264234968961	0.205849246236506
aoy	553814	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	Community_acquired_pneumonia	Healthy	2.30371438437307	0.561128544359365	0.442173659415857	3.05823289992065e-06
age	556053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter acidiphobus	COVID_19	Community_acquired_pneumonia	-1.84684599087085	-1.66707979885384	-1.34027483326793	6.44563399375831e-07
age	556053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter acidiphobus	COVID_19	Healthy	-0.283024606268957	-0.139125946250245	-0.21279655780288	0.191213198548057
age	556053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter acidiphobus	Community_acquired_pneumonia	Healthy	1.5638213846019	1.5279538526036	1.12747827546505	9.18245183728806e-06
arq	573061	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans	COVID_19	Community_acquired_pneumonia	-0.729714498820766	-0.102285441566395	-0.120392323307158	0.0101689245568035
arq	573061	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans	COVID_19	Healthy	-0.728805229999188	-0.102123100031656	-0.223462006552123	0.0319119744171965
arq	573061	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans	Community_acquired_pneumonia	Healthy	0.000909268821577606	0.000162341534738708	-0.103069683244965	0.875922182157014
and	592316	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. At-9b	COVID_19	Community_acquired_pneumonia	-1.19776362051897	-0.218833592203431	-0.21257424219072	0.00115746724135967
and	592316	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. At-9b	COVID_19	Healthy	-0.364405938816597	-0.0486012435702532	-0.0509436507190252	0.261646631452646
and	592316	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. At-9b	Community_acquired_pneumonia	Healthy	0.833357681702371	0.170232348633178	0.161630591471695	0.0275250546823124
agn	627192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SYK-6	COVID_19	Community_acquired_pneumonia	-1.31534957615327	-0.705119890511123	-0.748604910821852	5.54196586203662e-06
agn	627192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SYK-6	COVID_19	Healthy	-0.20280911535511	-0.0714946560651513	-0.150593850578243	0.359108427148076
agn	627192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SYK-6	Community_acquired_pneumonia	Healthy	1.11254046079816	0.633625234445972	0.598011060243609	0.00016537524769384
agq	634113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Candidatus Arsenophonus lipoptenae	COVID_19	Community_acquired_pneumonia	-1.3884880909916	-0.276497186987159	-0.272436824157949	2.00510560469827e-06
agq	634113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Candidatus Arsenophonus lipoptenae	COVID_19	Healthy	-0.193658890509386	-0.0245492642248477	-0.114617478767769	0.268893116391958
agq	634113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Candidatus Arsenophonus lipoptenae	Community_acquired_pneumonia	Healthy	1.19482920048221	0.251947922762311	0.157819345390179	0.00880090604422333
aoe	637380	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	COVID_19	Community_acquired_pneumonia	-0.689211308274578	-0.125269763174388	-0.249919244751711	0.000793835641610917
aoe	637380	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	COVID_19	Healthy	-0.836927124735399	-0.160829510118624	-0.188303234710801	0.00731986442902464
aoe	637380	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Community_acquired_pneumonia	Healthy	-0.147715816460821	-0.0355597469442369	0.0616160100409096	0.520954524984416
ago	637910	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	COVID_19	Community_acquired_pneumonia	-1.40041802555944	-1.82963357176156	-1.59890505583004	0.000101163529837673
ago	637910	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	COVID_19	Healthy	-0.225743549462925	-0.188990484978709	0.0705467027099336	1
ago	637910	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	Community_acquired_pneumonia	Healthy	1.17467447609651	1.64064308678285	1.66945175853997	6.19515544815162e-05
abe	642780	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	COVID_19	Community_acquired_pneumonia	-0.682331788986202	-1.46609726878827	-1.33437441310006	0.000625908067800577
abe	642780	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	COVID_19	Healthy	0.274339631356836	0.419832666654792	0.216729677988286	0.417253350619813
abe	642780	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	Community_acquired_pneumonia	Healthy	0.956671420343038	1.88592993544306	1.55110409108835	0.000411183270567139
aii	649716	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	COVID_19	Community_acquired_pneumonia	-1.81915285389858	-0.479244482486956	-0.396439910358675	1.92369630506974e-05
aii	649716	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	COVID_19	Healthy	0.0783995214250907	0.0100240925341675	-0.0219801520497857	0.97111497128782
aii	649716	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	Community_acquired_pneumonia	Healthy	1.89755237532367	0.489268575021123	0.374459758308889	0.00013877108378104
ahl	649743	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	COVID_19	Community_acquired_pneumonia	0.512021132062571	0.173463635344422	0.0291328394080628	0.447940781664408
ahl	649743	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	COVID_19	Healthy	1.27959698177576	0.341451035877641	0.31912780554171	0.000141282158829511
ahl	649743	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	Community_acquired_pneumonia	Healthy	0.767575849713192	0.167987400533219	0.289994966133647	0.0144071058895328
abe	649831	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. N902-109	COVID_19	Community_acquired_pneumonia	-0.682331788986202	-1.46609726878827	-1.33437441310006	0.000625908067800577
abe	649831	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. N902-109	COVID_19	Healthy	0.274339631356836	0.419832666654792	0.216729677988286	0.417253350619813
abe	649831	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. N902-109	Community_acquired_pneumonia	Healthy	0.956671420343038	1.88592993544306	1.55110409108835	0.000411183270567139
aay	650377	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont of Euscepes postfasciatus	COVID_19	Community_acquired_pneumonia	-1.19665530424316	-5.28740674990768	-4.95654066498901	1.14933130343125e-06
aay	650377	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont of Euscepes postfasciatus	COVID_19	Healthy	-0.474392276587994	-1.59321903411984	-1.29739829748947	0.128264695778922
aay	650377	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont of Euscepes postfasciatus	Community_acquired_pneumonia	Healthy	0.722263027655169	3.69418771578785	3.65914236749954	0.000589260468533155
ahj	656366	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus	COVID_19	Community_acquired_pneumonia	-0.739223135101178	-0.383241173694212	-0.408090492171332	0.000712325233962201
ahj	656366	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus	COVID_19	Healthy	0.669167030808738	0.212516612994067	0.222528330671409	0.00204676524216171
ahj	656366	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus	Community_acquired_pneumonia	Healthy	1.40839016590992	0.595757786688279	0.630618822842741	1.29785304005624e-06
apt	663243	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	NA	COVID_19	Community_acquired_pneumonia	-1.71290334755981	-1.21451390112135	-0.792115824292001	0.00491744866629443
apt	663243	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	NA	COVID_19	Healthy	3.8396038299947	0.495865663711123	0.559584847906047	1.30757341405941e-05
apt	663243	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	NA	Community_acquired_pneumonia	Healthy	5.55250717755451	1.71037956483247	1.35170067219805	2.32972585300794e-07
aaw	663365	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter suis	COVID_19	Community_acquired_pneumonia	-0.794273881299434	-0.158603424114018	-0.196808956634027	0.00165658921550173
aaw	663365	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter suis	COVID_19	Healthy	-0.375987633683861	-0.0643153718329926	-0.26061018486672	0.0633640542665286
aaw	663365	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter suis	Community_acquired_pneumonia	Healthy	0.418286247615573	0.0942880522810253	-0.0638012282326924	0.664452888607017
aat	669502	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Profftella	Candidatus Profftella armatura	COVID_19	Community_acquired_pneumonia	-1.46567567376118	-8.15940607929955	-6.09998748165265	7.14908640450437e-06
aat	669502	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Profftella	Candidatus Profftella armatura	COVID_19	Healthy	0.353083965263525	1.0053395509336	0.737345305693269	0.417253350619813
aat	669502	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Profftella	Candidatus Profftella armatura	Community_acquired_pneumonia	Healthy	1.8187596390247	9.16474563023314	6.83733278734591	1.02516889181012e-06
aab	673862	Bacteria	NA	Candidatus Babeliae	Candidatus Babeliales	Candidatus Babeliaceae	Candidatus Babela	Candidatus Babela massiliensis	COVID_19	Community_acquired_pneumonia	-1.03101289602789	-22.23284200194	-20.9618779502258	1.2556902969251e-09
aab	673862	Bacteria	NA	Candidatus Babeliae	Candidatus Babeliales	Candidatus Babeliaceae	Candidatus Babela	Candidatus Babela massiliensis	COVID_19	Healthy	-0.379113150704331	-6.40361494517533	-6.36488082980705	0.117638814427659
aab	673862	Bacteria	NA	Candidatus Babeliae	Candidatus Babeliales	Candidatus Babeliaceae	Candidatus Babela	Candidatus Babela massiliensis	Community_acquired_pneumonia	Healthy	0.651899745323556	15.8292270567647	14.5969971204188	0.000305814954046796
acg	674703	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	COVID_19	Community_acquired_pneumonia	-1.53632801977639	-2.16992859556841	-2.27991951010574	1.07732593380181e-09
acg	674703	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	COVID_19	Healthy	-0.513508728915011	-0.488112169647383	-1.23335545530751	0.00615958744052736
acg	674703	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	Community_acquired_pneumonia	Healthy	1.02281929086138	1.68181642592103	1.04656405479823	0.00804175332627443
abe	675635	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	COVID_19	Community_acquired_pneumonia	-0.682331788986202	-1.46609726878827	-1.33437441310006	0.000625908067800577
abe	675635	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	COVID_19	Healthy	0.274339631356836	0.419832666654792	0.216729677988286	0.417253350619813
abe	675635	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	Community_acquired_pneumonia	Healthy	0.956671420343038	1.88592993544306	1.55110409108835	0.000411183270567139
ahj	680646	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	COVID_19	Community_acquired_pneumonia	-0.739223135101178	-0.383241173694212	-0.408090492171332	0.000712325233962201
ahj	680646	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	COVID_19	Healthy	0.669167030808738	0.212516612994067	0.222528330671409	0.00204676524216171
ahj	680646	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Community_acquired_pneumonia	Healthy	1.40839016590992	0.595757786688279	0.630618822842741	1.29785304005624e-06
ann	696485	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii	COVID_19	Community_acquired_pneumonia	-1.27900258911353	-0.388906593388499	-0.40019237980372	1.10840631754257e-06
ann	696485	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii	COVID_19	Healthy	0.50201945937504	0.0801092405275886	-0.108511953097257	0.261646631452646
ann	696485	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii	Community_acquired_pneumonia	Healthy	1.78102204848857	0.469015833916087	0.291680426706463	0.000865346463923332
ahl	712122	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	COVID_19	Community_acquired_pneumonia	0.512021132062571	0.173463635344422	0.0291328394080628	0.447940781664408
ahl	712122	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	COVID_19	Healthy	1.27959698177576	0.341451035877641	0.31912780554171	0.000141282158829511
ahl	712122	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	Community_acquired_pneumonia	Healthy	0.767575849713192	0.167987400533219	0.289994966133647	0.0144071058895328
aob	712633	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 431	COVID_19	Community_acquired_pneumonia	-0.28245577772357	-0.121627829164773	-0.144263237951197	0.507488847090538
aob	712633	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 431	COVID_19	Healthy	0.117576735041629	0.0440169326460866	-0.0268890021572424	0.757888658103136
aob	712633	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 431	Community_acquired_pneumonia	Healthy	0.400032512765199	0.165644761810859	0.117374235793954	0.400137140739442
agd	742013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. Cs1-4	COVID_19	Community_acquired_pneumonia	-1.39851301484564	-3.70664063285334	-2.88147177159433	8.05247523024185e-05
agd	742013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. Cs1-4	COVID_19	Healthy	0.928979149739608	1.07547839868672	0.943351338241998	0.0230515900634665
agd	742013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. Cs1-4	Community_acquired_pneumonia	Healthy	2.32749216458524	4.78211903154005	3.82482310983633	4.58443252574885e-07
aau	744985	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB59	COVID_19	Community_acquired_pneumonia	-1.67777261355745	-4.94349775131966	-4.7047656700976	7.47916887015972e-11
aau	744985	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB59	COVID_19	Healthy	-0.6932601823458	-1.38669496600431	-1.95505285502809	0.0154294579241524
aau	744985	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB59	Community_acquired_pneumonia	Healthy	0.984512431211648	3.55680278531535	2.74971281506951	0.000589260468533155
aii	748678	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	COVID_19	Community_acquired_pneumonia	-1.81915285389858	-0.479244482486956	-0.396439910358675	1.92369630506974e-05
aii	748678	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	COVID_19	Healthy	0.0783995214250907	0.0100240925341675	-0.0219801520497857	0.97111497128782
aii	748678	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	Community_acquired_pneumonia	Healthy	1.89755237532367	0.489268575021123	0.374459758308889	0.00013877108378104
ahr	749414	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	COVID_19	Community_acquired_pneumonia	-0.694113806526655	-0.107505987452687	-0.114950480672776	0.00427539949716727
ahr	749414	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	COVID_19	Healthy	-0.0627392758080379	-0.00773327844713453	-0.084233254625544	0.262507936352731
ahr	749414	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	Community_acquired_pneumonia	Healthy	0.631374530718618	0.0997727090055522	0.0307172260472323	0.199203942299993
apy	756892	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter indicus	COVID_19	Community_acquired_pneumonia	-0.949653525911061	-0.322175437311257	-0.397620421498653	6.88334814834315e-05
apy	756892	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter indicus	COVID_19	Healthy	-0.656930933800418	-0.199489840757701	-0.240269795787155	0.0297414313468402
apy	756892	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter indicus	Community_acquired_pneumonia	Healthy	0.292722592110643	0.122685596553556	0.157350625711498	0.103299316870372
ajz	763057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	COVID_19	Community_acquired_pneumonia	-1.3090296299277	-0.273372806419167	-0.276067883059325	1.29699600880538e-05
ajz	763057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	COVID_19	Healthy	0.155602326356052	0.0189141309870685	-0.134525610509257	0.152602690137874
ajz	763057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	Community_acquired_pneumonia	Healthy	1.46463195628376	0.292286937406235	0.141542272550068	0.0105026619583438
aea	768507	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-0.546109315262437	-0.185901960782861	-0.264988452655386	0.00581227101184993
aea	768507	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	NA	COVID_19	Healthy	-0.363969943410747	-0.115935525742854	-0.233202790177003	0.0624290354168442
aea	768507	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	NA	Community_acquired_pneumonia	Healthy	0.18213937185169	0.0699664350400071	0.0317856624783831	0.512844659211561
agd	795665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	COVID_19	Community_acquired_pneumonia	-1.39851301484564	-3.70664063285334	-2.88147177159433	8.05247523024185e-05
agd	795665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	COVID_19	Healthy	0.928979149739608	1.07547839868672	0.943351338241998	0.0230515900634665
agd	795665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	Community_acquired_pneumonia	Healthy	2.32749216458524	4.78211903154005	3.82482310983633	4.58443252574885e-07
aab	861299	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonesis	COVID_19	Community_acquired_pneumonia	-1.03101289602789	-22.23284200194	-20.9618779502258	1.2556902969251e-09
aab	861299	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonesis	COVID_19	Healthy	-0.379113150704331	-6.40361494517533	-6.36488082980705	0.117638814427659
aab	861299	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonesis	Community_acquired_pneumonia	Healthy	0.651899745323556	15.8292270567647	14.5969971204188	0.000305814954046796
acn	864051	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	Burkholderiales bacterium JOSHI_001	COVID_19	Community_acquired_pneumonia	-1.521261	-7.546191	-5.511804	1.332288e-05
acn	864051	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	Burkholderiales bacterium JOSHI_001	COVID_19	Healthy	0.4240913	1.027553	0.9619337	0.2027738
acn	864051	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	Burkholderiales bacterium JOSHI_001	Community_acquired_pneumonia	Healthy	1.945352	8.573744	6.473738	6.504759e-07
adc	867076	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. IHB B 3084	COVID_19	Community_acquired_pneumonia	-0.6917063	-0.5617644	-0.6416892	3.964895e-05
adc	867076	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. IHB B 3084	COVID_19	Healthy	-0.3810902	-0.2760693	-0.3186342	0.1077063
adc	867076	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. IHB B 3084	Community_acquired_pneumonia	Healthy	0.310616	0.2856952	0.323055	0.09258876
acx	871968	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium metallireducens	COVID_19	Community_acquired_pneumonia	-0.3505854	-0.1776241	-0.2888968	0.02814261
acx	871968	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium metallireducens	COVID_19	Healthy	-0.1634617	-0.07746813	-0.2559203	0.1257616
acx	871968	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium metallireducens	Community_acquired_pneumonia	Healthy	0.1871238	0.1001559	0.03297645	0.6421453
acg	879274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella sp. HZN7	COVID_19	Community_acquired_pneumonia	-1.536328	-2.169929	-2.27992	1.077326e-09
