domain	phylum	class	order	family	genus	species	treatment_1	treatment_2	log2_median_ratio	median_diff	mean_diff	wilcox_p_value
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. C8-2	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Cra20	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. FARSPH	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. HKS19	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LK11	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LM7	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LMO-1	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MM-1	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PAMC26645	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. YZ-8	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. 113P3	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. EG6	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. FD7	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella sp. BN140058	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinithalassobacter	Sphingosinithalassobacter sp. zrk23	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tardibacter	Tardibacter chloracetimidivorans	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira marina	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	Yangia sp. CCB-MM3	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	Healthy	Community_acquired_pneumonia	-3.584296701	-0.000124542	-0.00050279	0.025756307
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium scardovii	Healthy	Community_acquired_pneumonia	-3.584296701	-0.000124542	-0.00050279	0.025756307
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	Healthy	Community_acquired_pneumonia	-3.584296701	-0.000124542	-0.00050279	0.025756307
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	Healthy	Community_acquired_pneumonia	-3.584296701	-0.000124542	-0.00050279	0.025756307
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	NA	Healthy	Community_acquired_pneumonia	-3.584296701	-0.000124542	-0.00050279	0.025756307
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces pacaensis	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces slackii	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 171	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 897	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	Healthy	Community_acquired_pneumonia	-3.522517685	-0.000756318	-0.019610814	0.003184712
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister pneumosintes	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	NA	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	NA	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	NA	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rodentium	Healthy	Community_acquired_pneumonia	-3.832453118	-0.003775851	-0.024830857	0.035797171
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter sp. TS-1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella australis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	Beijerinckiaceae bacterium RH AL1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	Blastochloris viridis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	Bradyrhizobiaceae bacterium SG-6C	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium amphicarpaeae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium betae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium canariense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium cosmicum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium cosmicum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium erythrophlei	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium guangxiense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium guangzhouense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium icense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium lablabi	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium paxllaeri	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. 6(2017)	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCBAU 051011	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. LCT2	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 278	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 285	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 3257	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SK17	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. WSM471	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium zhanjiangense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Candidatus Hodgkinia	Candidatus Hodgkinia cicadicola	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	Candidatus Liberibacter africanus	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	Candidatus Liberibacter solanacearum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	Labrys neptuniae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Lentilitoribacter	Lentilitoribacter sp. Alg239-R112	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Lichenihabitantaceae	Lichenihabitans	Lichenihabitans psoromatis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	Martelella sp. AD-3	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium amorphae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium soli	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium brachiatum	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium currus	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium durans	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium phyllosphaerae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 17Sr1-1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 17Sr1-43	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 4-46	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. AMS5	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. DM1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. WL1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum populi	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga sp. HR1	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
