domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_num CRR125950_0.90.bracken_num CRR125950_0.95.bracken_num CRR125950_0.99.bracken_num CRR125950_0.bracken_num CRR125950_1.bracken_num 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Micromonospora Micromonospora rifamycinica 291594 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Erythrobacteraceae Altererythrobacter Altererythrobacter dongtanensis 692370 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Rhodocytophaga Rhodocytophaga sp. 172606-1 	2704465 0 0 0 0 5 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Pichiaceae Pichia Pichia kudriavzevii 4909 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses NA NA NA Baculoviridae Alphabaculovirus Catopsilia pomona nucleopolyhedrovirus 	1850906 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus gordonii 1302 	S 0.00000 0.00000 0.00000 0.00000 0.00047 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium anhuiense 459526 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Photobacterium Photobacterium damselae 38293 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Maribacter Maribacter sp. HTCC2170 	313603 0 0 0 0 3 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma sp. TIUS-1 	216963 0 0 0 0 4 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium scatologenes 1548 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Zymomonas Zymomonas mobilis 542 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Robiginitalea Robiginitalea biformata 252307 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Brevibacillus Brevibacillus laterosporus 1465 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella aerogenes 548 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium pseudograminearum 101028 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella denticola 28129 	S 0.00000 0.00000 0.00000 0.00000 0.00221 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus pneumoniae 1313 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Ancylobacter Ancylobacter sp. TS-1 	1850374 0 0 0 0 1 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium hwasookii 1583098 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfobacterales Desulfobulbaceae Desulfotalea Desulfotalea psychrophila 84980 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA Methylibium Methylibium petroleiphilum 105560 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium Enr10 	2527978 0 0 0 0 19 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Bernardetiaceae Bernardetia Bernardetia litoralis 999 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Salmonella Salmonella enterica 28901 	S 0.00000 0.00000 0.00000 0.00000 0.01980 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter kobei 208224 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium erythrophlei 1437360 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Alkaliphilus Alkaliphilus metalliredigens 208226 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Nitriliruptoria Euzebyales Euzebyaceae Euzebya Euzebya sp. DY32-46 	1608957 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kosakonia Kosakonia cowanii 208223 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio coralliilyticus 190893 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium alkalisoli 2602769 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Marinobacter Marinobacter psychrophilus 330734 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Verrucomicrobia Methylacidiphilae Methylacidiphilales Methylacidiphilaceae Methylacidiphilum Methylacidiphilum fumariolicum 591154 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium Undibacterium sp. YM2 	2058625 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Aeromicrobium Aeromicrobium choanae 1736691 	S 0.00000 0.00000 0.00000 0.00000 0.00028 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Liberibacter Candidatus Liberibacter solanacearum 	556287 0 0 0 0 3 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma tabanidicola 324079 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Blattabacteriaceae Blattabacterium Blattabacterium cuenoti 1653831 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium aceticum 84022 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Nocardia Nocardia otitidiscaviarum 1823 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Geodermatophilales Geodermatophilaceae Modestobacter Modestobacter marinus 477641 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium ulcerans 861 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Colwellia Colwellia psychrerythraea 28229 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium lactis 1241981 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Firmicutes Bacilli Bacillales NA Exiguobacterium Exiguobacterium sibiricum 332410 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Sarcocystidae Besnoitia Besnoitia besnoiti 94643 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfobacula Desulfobacula toluolica 28223 	S 0.00000 0.00000 0.00000 0.00000 0.00033 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Holosporales Candidatus Paracaedibacteraceae Candidatus Paracaedibacter Candidatus 	Paracaedibacter 91604 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium geronticis 2079234 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas Porphyromonas asaccharolytica 28123 	S 0.00000 0.00000 0.00000 0.00000 0.00188 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA Acetobacteraceae bacterium 1909293 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus albus 2026189 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Kitasatospora Kitasatospora setae 2066 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Borreliaceae Borreliella Borrelia mayonii 1674146 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea guizhouensis 1586287 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium yanoikuyae 13690 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella Shewanella baltica 62322 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Bombella Bombella sp. KACC 	21507 S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Archaea NA NA NA NA NA DPANN group archaeon 	LC1Nh S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas stutzeri 316 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Nocardia Nocardia brasiliensis 37326 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Pediococcus Pediococcus claussenii 187452 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter ellisii 913109 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Citromicrobium Citromicrobium sp. JL477 	1634516 0 0 0 0 3 0 
Viruses Artverviricota Revtraviricetes Ortervirales Metaviridae Metavirus Cladosporium fulvum T-1 	virus S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria NA NA NA endosymbiont of Euscepes 	postfasciatus S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter sp. C16S1 	2609668 0 0 0 0 1 0 
Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Desulfomonile Desulfomonile tiedjei 2358 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter mytili 603050 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. PCC 	7107 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus equinus 1335 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema sp. OMZ 	804 S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. 3214.6 	1882757 0 0 0 0 2 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Entomoplasma Entomoplasma luminosum 214888 	S 0.00000 0.00000 0.00000 0.00000 0.00078 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria animalis 492 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia sp. FGI94 	671990 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacteroides [Mycobacterium] stephanolepidis 1520670 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Candidatus Saccharibacteria NA NA NA NA Candidatus Saccharibacteria 	bacterium 2056494 0 0 0 0 74 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocella Methylocella silvestris 199596 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfovibrio Desulfovibrio fairfieldensis 44742 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Acidipropionibacterium Acidipropionibacterium jensenii 1749 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Basidiomycota Ustilaginomycetes Ustilaginales Ustilaginaceae Sporisorium Sporisorium graminicola 280036 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium glaciei 1685010 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas chlororaphis 587753 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales NA Phocaeicola Phocaeicola dorei 357276 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. CCGE-LA001 	1223566 0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae Desulfallas Desulfallas gibsoniae 102134 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus ginsenosidimutans 1007676 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Euryarchaeota Methanomicrobia Methanocellales Methanocellaceae Methanocella Methanocella paludicola 570267 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Sinorhizobium Sinorhizobium fredii 380 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium leguminosarum 384 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcales Cyanobacteriaceae Cyanobacterium Cyanobacterium aponinum 379064 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Sulfurospirillum Sulfurospirillum sp. UCH001 	1581011 0 0 0 0 2 0 
Viruses NA NA NA NA NA Mollivirus sibericum 1678078 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Orientia Orientia tsutsugamushi 784 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium coatneyi 208452 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Firmicutes Bacilli Bacillales Listeriaceae Listeria Listeria grayi 1641 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Listeriaceae Listeria Listeria seeligeri 1640 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium flavum 1335061 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus manihotivorans 88233 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter anaerophilus 877500 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Arachidicoccus Arachidicoccus ginsenosidivorans 496057 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Salicibibacter Salicibibacter halophilus 2502791 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Megasphaera Megasphaera stantonii 2144175 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Chromatiaceae Marichromatium Marichromatium purpuratum 37487 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium saccharobutylicum 169679 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Theileriidae Theileria Theileria annulata 5874 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Cupriavidus Cupriavidus taiwanensis 164546 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Chlamydiae Chlamydiia Chlamydiales Chlamydiaceae Chlamydia Chlamydia caviae 83557 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales Iamiaceae NA Iamiaceae bacterium SCSIO 	58843 S 0.00000 0.00000 0.00000 0.00000 0.00099 0.00000 
Eukaryota Euglenozoa Kinetoplastea Trypanosomatida Trypanosomatidae Trypanosoma Trypanosoma brucei 5691 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingosinithalassobacter Sphingosinithalassobacter sp. zrk23 	2711215 0 0 0 0 32 0 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Sphingobacterium Sphingobacterium sp. DR205 	2713573 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. F5649 	2487071 0 0 0 0 3 0 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium Pla110 	2528007 0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiales Family XIII. Incertae Sedis 	Aminipila butyrica S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter portucalensis 1639133 	S 0.00000 0.00000 0.00000 0.00000 0.00052 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella pneumoniae 573 	S 0.00000 0.00000 0.00000 0.00000 0.00075 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella oxytoca 571 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis glossinidius 63612 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Candidatus Evansia Candidatus Evansia 	muelleri S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Vitreoscilla Vitreoscilla filiformis 63 	S 0.00000 0.00000 0.00000 0.00000 0.00031 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Filomicrobium Candidatus Filomicrobium marinum 	1608628 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Halomonas Halomonas socia 1081866 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma struthionis 538220 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Mannheimia Mannheimia haemolytica 75985 	S 0.00000 0.00000 0.00000 0.00000 0.00338 0.00000 
Eukaryota Ascomycota Dothideomycetes Mycosphaerellales Mycosphaerellaceae Cercospora Cercospora beticola 122368 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Photobacterium Photobacterium profundum 74109 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Spirochaeta Spirochaeta thermophila 154 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Lysinibacillus Lysinibacillus sphaericus 1421 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria chenwenguii 1853278 	S 0.00000 0.00000 0.00000 0.00000 0.00031 0.00000 
Bacteria Actinobacteria Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia dioxanivorans 240495 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Archaea Euryarchaeota Methanomicrobia Methanomicrobiales Methanospirillaceae Methanospirillum Methanospirillum hungatei 2203 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Entomoplasma Entomoplasma somnilux 215578 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei 1582 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Glaesserella Glaesserella sp. 15-184 	2030797 0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Aquimarina Aquimarina sp. AD10 	1714849 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Annandia Candidatus Annandia 	adelgestsuga S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA Nordella Nordella sp. HKS 	07 S 0.00000 0.00000 0.00000 0.00000 0.00059 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii 1584 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Thioalkalibacteraceae Guyparkeria Guyparkeria halophila 47960 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus glycinifermentans 1664069 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter pinnipediorum 1965231 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Arsenophonus Arsenophonus endosymbiont of 	Aleurodicus 235559 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. LMO-1 	2681549 0 0 0 0 4 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma glycophilum 171285 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma cynos 171284 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Glaesserella Glaesserella parasuis 738 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Anaeromyxobacteraceae Anaeromyxobacter Anaeromyxobacter sp. Fw109-5 	404589 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Succinivibrionaceae Succinivibrio Succinivibrio dextrinosolvens 83771 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria NA NA NA Bathymodiolus thermophilus thioautotrophic 	gill 2360 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia enterocolitica 630 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses Kitrinoviricota Alsuviricetes Tymovirales Betaflexiviridae Vitivirus Grapevine virus G 	2022475 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia pestis 632 	S 0.00000 0.00000 0.00000 0.00000 0.00153 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Siansivirga Siansivirga zeaxanthinifaciens 762954 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Edwardsiella Edwardsiella tarda 636 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
