tax_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
436	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Picornavirales	f__Picornaviridae	g__Enterovirus	s__Rhinovirus_A
437	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales			
438	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Alphaflexiviridae		
439	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus	
440	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus	s__Bamboo_mosaic_virus
441	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus	s__Cactus_virus_X
442	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus	s__Clover_yellow_mosaic_virus
443	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Betaflexiviridae		
444	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Betaflexiviridae	g__Carlavirus	
445	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Tymovirales	f__Betaflexiviridae	g__Carlavirus	s__Lily_symptomless_virus
446	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified			
447	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Adenoviridae		
448	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Adenoviridae	g__Mastadenovirus	
449	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Adenoviridae	g__Mastadenovirus	s__Human_mastadenovirus_B
450	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Amalgaviridae		
451	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Amalgaviridae	g__Amalgavirus	
452	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Amalgaviridae	g__Amalgavirus	s__Southern_tomato_virus
453	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae		
454	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	
455	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_12
456	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_14
457	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_15
458	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_16
459	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_19
460	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Alphatorquevirus	s__Torque_teno_virus_3
461	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Anelloviridae_unclassified	
462	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Anelloviridae	g__Anelloviridae_unclassified	s__Torque_teno_virus
463	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae		
464	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Alphabaculovirus	
465	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Alphabaculovirus	s__Autographa_californica_multiple_nucleopolyhedrovirus
466	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Alphabaculovirus	s__Bombyx_mori_nucleopolyhedrovirus
467	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Alphabaculovirus	s__Chrysodeixis_chalcites_nucleopolyhedrovirus
468	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Betabaculovirus	
469	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Baculoviridae	g__Betabaculovirus	s__Adoxophyes_orana_granulovirus
470	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Bromoviridae		
471	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Bromoviridae	g__Bromovirus	
472	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Bromoviridae	g__Bromovirus	s__Brome_mosaic_virus
473	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Endornaviridae		
474	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Endornaviridae	g__Alphaendornavirus	
475	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Endornaviridae	g__Alphaendornavirus	s__Bell_pepper_alphaendornavirus
476	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae		
477	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae	g__Flavivirus	
478	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae	g__Flavivirus	s__Japanese_encephalitis_virus
479	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae	g__Pestivirus	
480	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae	g__Pestivirus	s__Pestivirus_A
481	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Flaviviridae	g__Pestivirus	s__Pestivirus_H
482	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Hepadnaviridae		
483	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Hepadnaviridae	g__Orthohepadnavirus	
484	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Hepadnaviridae	g__Orthohepadnavirus	s__Woodchuck_hepatitis_virus
485	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Iridoviridae		
486	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Iridoviridae	g__Iridovirus	
487	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Iridoviridae	g__Iridovirus	s__Invertebrate_iridescent_virus_9
488	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Narnaviridae		
489	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Narnaviridae	g__Narnavirus	
490	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Narnaviridae	g__Narnavirus	s__Saccharomyces_20S_RNA_narnavirus
491	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Parvoviridae		
492	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Parvoviridae	g__Parvoviridae_unclassified	
493	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Parvoviridae	g__Parvoviridae_unclassified	s__Parvovirus_NIH_CQV
494	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Phycodnaviridae		
495	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Phycodnaviridae	g__Chlorovirus	
496	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Phycodnaviridae	g__Chlorovirus	s__Paramecium_bursaria_Chlorella_virus_A1
497	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polydnaviridae		
498	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polydnaviridae	g__Bracovirus	
499	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polydnaviridae	g__Bracovirus	s__Cotesia_congregata_bracovirus
500	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polyomaviridae		
501	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polyomaviridae	g__Betapolyomavirus	
502	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Polyomaviridae	g__Betapolyomavirus	s__Human_polyomavirus_4
503	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Potyviridae		
504	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Potyviridae	g__Potyvirus	
505	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Potyviridae	g__Potyvirus	s__Clover_yellow_vein_virus
506	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Potyviridae	g__Potyvirus	s__Konjac_mosaic_virus
507	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Potyviridae	g__Potyvirus	s__Lily_mottle_virus
508	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Sphaerolipoviridae		
509	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Sphaerolipoviridae	g__Gammasphaerolipovirus	
510	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Sphaerolipoviridae	g__Gammasphaerolipovirus	s__Thermus_virus_IN93
511	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Virgaviridae		
512	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Virgaviridae	g__Tobamovirus	
513	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Virgaviridae	g__Tobamovirus	s__Bell_pepper_mottle_virus
514	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Virgaviridae	g__Tobamovirus	s__Pepper_mild_mottle_virus
515	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Viruses_unclassified		
516	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Viruses_unclassified	g__Viruses_unclassified	
517	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Viruses_unclassified	g__Viruses_unclassified	s__Pseudomonas_phage_PA16
518	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Viruses_unclassified	g__Viruses_unclassified	s__Salmonella_phage_Fels_1
519	k__Viruses	p__Viruses_unclassified	c__Viruses_unclassified	o__Viruses_unclassified	f__Viruses_unclassified	g__Viruses_unclassified	s__Streptococcus_pyogenes_phage_5005_1
