GO_term	namespace	depth	name
GO:0032447	biological_process	9	protein_urmylation
GO:0015141	molecular_function	9	succinate_transmembrane_transporter_activity
GO:2001233	biological_process	7	regulation_of_apoptotic_signaling_pathway
GO:1902153	biological_process	7	regulation_of_response_to_DNA_damage_checkpoint_signaling
GO:1903301	biological_process	10	positive_regulation_of_hexokinase_activity
GO:0019724	biological_process	5	B_cell_mediated_immunity
GO:0072075	biological_process	6	metanephric_mesenchyme_development
GO:0051066	biological_process	5	dihydrobiopterin_metabolic_process
GO:0042790	biological_process	12	nucleolar_large_rRNA_transcription_by_RNA_polymerase_I
GO:0002543	biological_process	9	activation_of_blood_coagulation_via_clotting_cascade
GO:0002233	biological_process	7	leukocyte_chemotaxis_involved_in_immune_response
GO:0097160	molecular_function	3	polychlorinated_biphenyl_binding
GO:0019299	biological_process	6	rhamnose_metabolic_process
GO:0072156	biological_process	8	distal_tubule_morphogenesis
GO:0070314	biological_process	3	G1_to_G0_transition
GO:0032535	biological_process	4	regulation_of_cellular_component_size
GO:0004741	molecular_function	7	[pyruvate_dehydrogenase_(lipoamide)]_phosphatase_activity
GO:0032406	molecular_function	4	MutLbeta_complex_binding
GO:0031139	biological_process	6	positive_regulation_of_conjugation_with_cellular_fusion
GO:0035358	biological_process	6	regulation_of_peroxisome_proliferator_activated_receptor_signaling_pathway
GO:0070741	biological_process	5	response_to_interleukin-6
GO:0051312	biological_process	6	chromosome_decondensation
GO:0071788	biological_process	7	endoplasmic_reticulum_tubular_network_maintenance
GO:0050922	biological_process	6	negative_regulation_of_chemotaxis
GO:0042093	biological_process	10	T-helper_cell_differentiation
GO:2000553	biological_process	10	positive_regulation_of_T-helper_2_cell_cytokine_production
GO:0098976	biological_process	8	excitatory_chemical_synaptic_transmission
GO:0014878	biological_process	4	response_to_electrical_stimulus_involved_in_regulation_of_muscle_adaptation
GO:0034057	molecular_function	6	RNA_strand-exchange_activity
GO:0071611	biological_process	6	granulocyte_colony-stimulating_factor_production
GO:0032604	biological_process	6	granulocyte_macrophage_colony-stimulating_factor_production
GO:0002220	biological_process	10	innate_immune_response_activating_cell_surface_receptor_signaling_pathway
GO:0102991	molecular_function	5	myristoyl-CoA_hydrolase_activity
GO:0005527	molecular_function	3	macrolide_binding
GO:0032637	biological_process	6	interleukin-8_production
GO:0015729	biological_process	10	oxaloacetate_transport
GO:1902356	biological_process	11	oxaloacetate(2-)_transmembrane_transport
GO:0015131	molecular_function	9	oxaloacetate_transmembrane_transporter_activity
GO:1904535	biological_process	9	positive_regulation_of_telomeric_loop_disassembly
GO:1904506	biological_process	9	negative_regulation_of_telomere_maintenance_in_response_to_DNA_damage
GO:0061525	biological_process	5	hindgut_development
GO:0072006	biological_process	3	nephron_development
GO:1903996	biological_process	12	negative_regulation_of_non-membrane_spanning_protein_tyrosine_kinase_activity
GO:0046956	biological_process	6	positive_phototaxis
GO:0071688	biological_process	9	striated_muscle_myosin_thick_filament_assembly
GO:0009383	molecular_function	8	rRNA_(cytosine-C5-)-methyltransferase_activity
GO:0072432	biological_process	7	response_to_G1_DNA_damage_checkpoint_signaling
GO:0015478	molecular_function	7	oligosaccharide_transporting_porin_activity
GO:0060279	biological_process	5	positive_regulation_of_ovulation
GO:0004667	molecular_function	4	prostaglandin-D_synthase_activity
GO:0036116	biological_process	13	long-chain_fatty-acyl-CoA_catabolic_process
GO:0036114	biological_process	13	medium-chain_fatty-acyl-CoA_catabolic_process
GO:0034642	biological_process	7	mitochondrion_migration_along_actin_filament
GO:0042356	molecular_function	5	GDP-4-dehydro-D-rhamnose_reductase_activity
GO:0014054	biological_process	9	positive_regulation_of_gamma-aminobutyric_acid_secretion
GO:0005172	molecular_function	5	vascular_endothelial_growth_factor_receptor_binding
GO:0060400	biological_process	7	negative_regulation_of_growth_hormone_receptor_signaling_pathway
GO:0046709	biological_process	11	IDP_catabolic_process
GO:0000250	molecular_function	5	lanosterol_synthase_activity
GO:0048403	molecular_function	5	brain-derived_neurotrophic_factor_binding
GO:0002517	biological_process	3	T_cell_tolerance_induction
GO:0042278	biological_process	7	purine_nucleoside_metabolic_process
GO:2000329	biological_process	14	negative_regulation_of_T-helper_17_cell_lineage_commitment
GO:0021873	biological_process	5	forebrain_neuroblast_division
GO:0051709	biological_process	5	regulation_of_killing_of_cells_of_other_organism
GO:0035408	biological_process	11	histone_H3-T6_phosphorylation
GO:0035403	molecular_function	8	histone_kinase_activity_(H3-T6_specific)
GO:0071923	biological_process	10	negative_regulation_of_cohesin_loading
GO:0015872	biological_process	7	dopamine_transport
GO:1990275	molecular_function	4	preribosome_binding
GO:0032782	biological_process	9	bile_acid_secretion
GO:0003403	biological_process	3	optic_vesicle_formation
GO:0048437	biological_process	4	floral_organ_development
GO:0016596	molecular_function	3	thienylcyclohexylpiperidine_binding
GO:0004631	molecular_function	5	phosphomevalonate_kinase_activity
GO:0051303	biological_process	5	establishment_of_chromosome_localization
GO:0042138	biological_process	7	meiotic_DNA_double-strand_break_formation
GO:1904929	molecular_function	5	coreceptor_activity_involved_in_Wnt_signaling_pathway_planar_cell_polarity_pathway
GO:0010986	biological_process	5	positive_regulation_of_lipoprotein_particle_clearance
GO:0061889	biological_process	11	negative_regulation_of_astrocyte_activation
GO:0043035	molecular_function	6	chromatin_insulator_sequence_binding
GO:0002114	molecular_function	5	interleukin-33_receptor_activity
GO:0001161	molecular_function	8	intronic_transcription_regulatory_region_sequence-specific_DNA_binding
GO:0007473	biological_process	6	wing_disc_proximal_distal_pattern_formation
GO:0106101	biological_process	7	ER-dependent_peroxisome_localization
GO:0040030	biological_process	3	regulation_of_molecular_function_epigenetic
GO:0004850	molecular_function	5	uridine_phosphorylase_activity
GO:0030200	biological_process	8	heparan_sulfate_proteoglycan_catabolic_process
GO:0072462	biological_process	8	signal_transduction_involved_in_meiotic_recombination_checkpoint
GO:0060176	biological_process	7	regulation_of_aggregation_involved_in_sorocarp_development
GO:0090216	biological_process	11	positive_regulation_of_1-phosphatidylinositol-4-phosphate_5-kinase_activity
GO:0002710	biological_process	8	negative_regulation_of_T_cell_mediated_immunity
GO:0000026	molecular_function	6	alpha-12-mannosyltransferase_activity
GO:0086029	biological_process	5	Purkinje_myocyte_to_ventricular_cardiac_muscle_cell_signaling
GO:0016863	molecular_function	4	intramolecular_oxidoreductase_activity_transposing_C=C_bonds
GO:0000964	biological_process	9	mitochondrial_RNA_5-end_processing
GO:0043456	biological_process	8	regulation_of_pentose-phosphate_shunt
GO:0010525	biological_process	5	regulation_of_transposition_RNA-mediated
GO:0072208	biological_process	7	metanephric_smooth_muscle_tissue_development
GO:0072219	biological_process	4	metanephric_cortical_collecting_duct_development
GO:0072214	biological_process	5	metanephric_cortex_development
GO:0072235	biological_process	9	metanephric_distal_tubule_development
GO:0006528	biological_process	9	asparagine_metabolic_process
GO:0031393	biological_process	10	negative_regulation_of_prostaglandin_biosynthetic_process
GO:0043618	biological_process	11	regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_stress
GO:0006213	biological_process	7	pyrimidine_nucleoside_metabolic_process
GO:0043629	biological_process	8	ncRNA_polyadenylation
GO:0048677	biological_process	6	axon_extension_involved_in_regeneration
GO:0071464	biological_process	6	cellular_response_to_hydrostatic_pressure
GO:0072249	biological_process	7	metanephric_glomerular_visceral_epithelial_cell_development
GO:0072274	biological_process	7	metanephric_glomerular_basement_membrane_development
GO:0038172	biological_process	7	interleukin-33-mediated_signaling_pathway
GO:0008453	molecular_function	5	alanine-glyoxylate_transaminase_activity
GO:0055070	biological_process	9	copper_ion_homeostasis
GO:0036317	molecular_function	6	tyrosyl-RNA_phosphodiesterase_activity
GO:0038032	biological_process	8	termination_of_G_protein-coupled_receptor_signaling_pathway
GO:1902379	molecular_function	6	chemoattractant_activity_involved_in_axon_guidance
GO:0048075	biological_process	5	positive_regulation_of_eye_pigmentation
GO:0072599	biological_process	7	establishment_of_protein_localization_to_endoplasmic_reticulum
GO:0043924	molecular_function	4	suramin_binding
GO:0004661	molecular_function	6	protein_geranylgeranyltransferase_activity
GO:0014015	biological_process	8	positive_regulation_of_gliogenesis
GO:0015782	biological_process	8	CMP-N-acetylneuraminate_transmembrane_transport
GO:0005456	molecular_function	6	CMP-N-acetylneuraminate_transmembrane_transporter_activity
GO:0071622	biological_process	9	regulation_of_granulocyte_chemotaxis
GO:0061769	molecular_function	5	ribosylnicotinate_kinase_activity
GO:1903852	biological_process	8	positive_regulation_of_cristae_formation
GO:0010513	biological_process	10	positive_regulation_of_phosphatidylinositol_biosynthetic_process
GO:0006240	biological_process	12	dCDP_biosynthetic_process
GO:0043262	molecular_function	7	adenosine-diphosphatase_activity
GO:0018963	biological_process	7	phthalate_metabolic_process
GO:2000384	biological_process	5	negative_regulation_of_ectoderm_development
GO:0061582	biological_process	7	intestinal_epithelial_cell_migration
GO:0051463	biological_process	12	negative_regulation_of_cortisol_secretion
GO:1904691	biological_process	7	negative_regulation_of_type_B_pancreatic_cell_proliferation
GO:1904980	biological_process	7	positive_regulation_of_endosome_organization
GO:0038062	molecular_function	8	protein_tyrosine_kinase_collagen_receptor_activity
GO:1903766	biological_process	10	positive_regulation_of_potassium_ion_export_across_plasma_membrane
GO:0090310	biological_process	12	negative_regulation_of_DNA_methylation-dependent_heterochromatin_assembly
GO:0006481	biological_process	9	C-terminal_protein_methylation
GO:0046386	biological_process	6	deoxyribose_phosphate_catabolic_process
GO:0061043	biological_process	7	regulation_of_vascular_wound_healing
GO:0090291	biological_process	7	negative_regulation_of_osteoclast_proliferation
GO:0009407	biological_process	4	toxin_catabolic_process
GO:0034148	biological_process	9	negative_regulation_of_toll-like_receptor_5_signaling_pathway
GO:0070429	biological_process	9	negative_regulation_of_nucleotide-binding_oligomerization_domain_containing_1_signaling_pathway
GO:0007227	biological_process	6	signal_transduction_downstream_of_smoothened
GO:0046404	molecular_function	8	ATP-dependent_polydeoxyribonucleotide_5-hydroxyl-kinase_activity
GO:0035502	biological_process	4	metanephric_part_of_ureteric_bud_development
GO:0014053	biological_process	9	negative_regulation_of_gamma-aminobutyric_acid_secretion
GO:0004053	molecular_function	5	arginase_activity
GO:0061304	biological_process	5	retinal_blood_vessel_morphogenesis
GO:0046705	biological_process	11	CDP_biosynthetic_process
GO:0070978	biological_process	7	voltage-gated_calcium_channel_complex_assembly
GO:1901648	biological_process	8	regulation_of_actomyosin_contractile_ring_localization
GO:0039706	molecular_function	3	co-receptor_binding
GO:0035600	biological_process	11	tRNA_methylthiolation
GO:0035585	biological_process	8	calcium-mediated_signaling_using_extracellular_calcium_source
GO:0042332	biological_process	4	gravitaxis
GO:1904855	molecular_function	3	proteasome_regulatory_particle_binding
GO:0097010	biological_process	7	eukaryotic_translation_initiation_factor_4F_complex_assembly
GO:0036430	molecular_function	8	CMP_kinase_activity
GO:0090522	biological_process	5	vesicle_tethering_involved_in_exocytosis
GO:0008062	biological_process	4	eclosion_rhythm
GO:1903445	biological_process	10	protein_transport_from_ciliary_membrane_to_plasma_membrane
GO:0019002	molecular_function	8	GMP_binding
GO:0032964	biological_process	3	collagen_biosynthetic_process
GO:1905701	biological_process	7	positive_regulation_of_xenobiotic_detoxification_by_transmembrane_export_across_the_plasma_membrane
GO:2001245	biological_process	9	regulation_of_phosphatidylcholine_biosynthetic_process
GO:0072573	biological_process	8	tolerance_induction_to_lipopolysaccharide
GO:0005003	molecular_function	8	ephrin_receptor_activity
GO:0031154	biological_process	4	culmination_involved_in_sorocarp_development
GO:0051204	biological_process	9	protein_insertion_into_mitochondrial_membrane
GO:1903033	biological_process	7	positive_regulation_of_microtubule_plus-end_binding
GO:0045500	biological_process	8	sevenless_signaling_pathway
GO:1902310	biological_process	10	positive_regulation_of_peptidyl-serine_dephosphorylation
GO:1903917	biological_process	10	positive_regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_dephosphorylation
GO:0051173	biological_process	5	positive_regulation_of_nitrogen_compound_metabolic_process
GO:0009738	biological_process	6	abscisic_acid-activated_signaling_pathway
GO:0050955	biological_process	6	thermoception
GO:1900825	biological_process	8	regulation_of_membrane_depolarization_during_cardiac_muscle_cell_action_potential
GO:0019389	biological_process	6	glucuronoside_metabolic_process
GO:0033091	biological_process	10	positive_regulation_of_immature_T_cell_proliferation
GO:0099545	biological_process	6	trans-synaptic_signaling_by_trans-synaptic_complex
GO:0048082	biological_process	6	regulation_of_adult_chitin-containing_cuticle_pigmentation
GO:0032408	molecular_function	4	MutSbeta_complex_binding
GO:2000111	biological_process	9	positive_regulation_of_macrophage_apoptotic_process
GO:2001253	biological_process	11	regulation_of_histone_H3-K36_trimethylation
GO:0046545	biological_process	4	development_of_primary_female_sexual_characteristics
GO:0004995	molecular_function	7	tachykinin_receptor_activity
GO:0110053	biological_process	8	regulation_of_actin_filament_organization
GO:0070551	molecular_function	8	endoribonuclease_activity_cleaving_siRNA-paired_mRNA
GO:0033602	biological_process	9	negative_regulation_of_dopamine_secretion
GO:0036145	biological_process	6	dendritic_cell_homeostasis
GO:0008746	molecular_function	5	NAD(P)+_transhydrogenase_activity
GO:0016427	molecular_function	7	tRNA_(cytosine)_methyltransferase_activity
GO:0016719	molecular_function	4	carotene_78-desaturase_activity
GO:0034128	biological_process	9	negative_regulation_of_MyD88-independent_toll-like_receptor_signaling_pathway
GO:1904479	biological_process	7	negative_regulation_of_intestinal_absorption
GO:0060152	biological_process	5	microtubule-based_peroxisome_localization
GO:0071642	biological_process	9	positive_regulation_of_macrophage_inflammatory_protein_1_alpha_production
GO:0070673	biological_process	5	response_to_interleukin-18
GO:0060734	biological_process	9	regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_phosphorylation
GO:0035710	biological_process	7	CD4-positive_alpha-beta_T_cell_activation
GO:1901207	biological_process	7	regulation_of_heart_looping
GO:0032058	biological_process	10	positive_regulation_of_translational_initiation_in_response_to_stress
GO:1905516	biological_process	5	positive_regulation_of_fertilization
GO:1904425	biological_process	5	negative_regulation_of_GTP_binding
GO:0070230	biological_process	9	positive_regulation_of_lymphocyte_apoptotic_process
GO:0000335	biological_process	9	negative_regulation_of_transposition_DNA-mediated
GO:0033867	molecular_function	7	Fas-activated_serine_threonine_kinase_activity
GO:1904749	biological_process	7	regulation_of_protein_localization_to_nucleolus
GO:0032500	molecular_function	4	muramyl_dipeptide_binding
GO:0008876	molecular_function	5	quinoprotein_glucose_dehydrogenase_activity
GO:0051964	biological_process	7	negative_regulation_of_synapse_assembly
GO:0046839	biological_process	6	phospholipid_dephosphorylation
GO:0036132	molecular_function	5	13-prostaglandin_reductase_activity
GO:1902121	molecular_function	7	lithocholic_acid_binding
GO:0043734	molecular_function	5	DNA-N1-methyladenine_dioxygenase_activity
GO:0008747	molecular_function	5	N-acetylneuraminate_lyase_activity
GO:0044778	biological_process	8	meiotic_DNA_integrity_checkpoint
GO:0016517	molecular_function	5	interleukin-12_receptor_activity
GO:0070901	biological_process	12	mitochondrial_tRNA_methylation
GO:0046645	biological_process	9	positive_regulation_of_gamma-delta_T_cell_activation
GO:0002732	biological_process	9	positive_regulation_of_dendritic_cell_cytokine_production
GO:0060260	biological_process	11	regulation_of_transcription_initiation_from_RNA_polymerase_II_promoter
GO:0007414	biological_process	4	axonal_defasciculation
GO:0060268	biological_process	5	negative_regulation_of_respiratory_burst
GO:0015911	biological_process	12	long-chain_fatty_acid_import_across_plasma_membrane
GO:0032498	biological_process	7	detection_of_muramyl_dipeptide
GO:1990680	biological_process	7	response_to_melanocyte-stimulating_hormone
GO:0034039	molecular_function	8	8-oxo-78-dihydroguanine_DNA_N-glycosylase_activity
GO:0070481	biological_process	10	nuclear-transcribed_mRNA_catabolic_process_non-stop_decay
GO:0019074	biological_process	5	viral_RNA_genome_packaging
GO:0015117	molecular_function	4	thiosulfate_transmembrane_transporter_activity
GO:0030338	molecular_function	5	CMP-N-acetylneuraminate_monooxygenase_activity
GO:0006480	biological_process	9	N-terminal_protein_amino_acid_methylation
GO:0007362	biological_process	4	terminal_region_determination
GO:0080092	biological_process	7	regulation_of_pollen_tube_growth
GO:0042020	molecular_function	5	interleukin-23_receptor_activity
GO:0070145	biological_process	12	mitochondrial_asparaginyl-tRNA_aminoacylation
GO:0060585	biological_process	6	positive_regulation_of_prostaglandin-endoperoxide_synthase_activity
GO:1903863	biological_process	6	P_granule_assembly
GO:0009200	biological_process	8	deoxyribonucleoside_triphosphate_metabolic_process
GO:0035330	biological_process	7	regulation_of_hippo_signaling
GO:0002677	biological_process	8	negative_regulation_of_chronic_inflammatory_response
GO:0002385	biological_process	4	mucosal_immune_response
GO:0061647	biological_process	8	histone_H3-K9_modification
GO:2000349	biological_process	7	negative_regulation_of_CD40_signaling_pathway
GO:0046969	molecular_function	7	NAD-dependent_histone_deacetylase_activity_(H3-K9_specific)
GO:0051719	molecular_function	7	DNA_(cytosine-5-)-methyltransferase_activity_acting_on_CpN_substrates
GO:0047801	molecular_function	5	L-cysteine:2-oxoglutarate_aminotransferase_activity
GO:0034307	biological_process	8	regulation_of_ascospore_formation
GO:0003127	biological_process	4	detection_of_nodal_flow
GO:0001910	biological_process	6	regulation_of_leukocyte_mediated_cytotoxicity
GO:1902373	biological_process	9	negative_regulation_of_mRNA_catabolic_process
GO:0019685	biological_process	5	photosynthesis_dark_reaction
GO:0034242	biological_process	6	negative_regulation_of_syncytium_formation_by_plasma_membrane_fusion
GO:0060613	biological_process	6	fat_pad_development
GO:1901254	biological_process	7	positive_regulation_of_intracellular_transport_of_viral_material
GO:0071567	molecular_function	7	UFM1_hydrolase_activity
GO:0001174	biological_process	9	transcriptional_start_site_selection_at_RNA_polymerase_II_promoter
GO:0061081	biological_process	9	positive_regulation_of_myeloid_leukocyte_cytokine_production_involved_in_immune_response
GO:0061078	biological_process	11	positive_regulation_of_prostaglandin_secretion_involved_in_immune_response
GO:0005007	molecular_function	8	fibroblast_growth_factor-activated_receptor_activity
GO:0001734	molecular_function	7	mRNA_(N6-adenosine)-methyltransferase_activity
GO:0043921	biological_process	8	modulation_by_host_of_viral_transcription
GO:0021993	biological_process	5	initiation_of_neural_tube_closure
GO:0070093	biological_process	10	negative_regulation_of_glucagon_secretion
GO:0045061	biological_process	3	thymic_T_cell_selection
GO:0061753	biological_process	4	substrate_localization_to_autophagosome
GO:0061736	biological_process	6	engulfment_of_target_by_autophagosome
GO:0002055	molecular_function	5	adenine_binding
GO:0008713	molecular_function	5	ADP-heptose-lipopolysaccharide_heptosyltransferase_activity
GO:0070681	biological_process	10	glutaminyl-tRNAGln_biosynthesis_via_transamidation
GO:0070318	biological_process	7	positive_regulation_of_G0_to_G1_transition
GO:0046850	biological_process	5	regulation_of_bone_remodeling
GO:0046879	biological_process	7	hormone_secretion
GO:0071570	biological_process	5	cement_gland_development
GO:0031268	biological_process	6	pseudopodium_organization
GO:0034085	biological_process	3	establishment_of_sister_chromatid_cohesion
GO:1904876	biological_process	9	negative_regulation_of_DNA_ligase_activity
GO:0006148	biological_process	10	inosine_catabolic_process
GO:0003920	molecular_function	5	GMP_reductase_activity
GO:0016723	molecular_function	4	oxidoreductase_activity_oxidizing_metal_ions_NAD_or_NADP_as_acceptor
GO:0046594	biological_process	5	maintenance_of_pole_plasm_mRNA_location
GO:1901367	biological_process	6	response_to_L-cysteine
GO:0032474	biological_process	4	otolith_morphogenesis
GO:1905062	biological_process	9	positive_regulation_of_cardioblast_proliferation
GO:0048918	biological_process	6	posterior_lateral_line_nerve_development
GO:0048917	biological_process	7	posterior_lateral_line_ganglion_development
GO:0009949	biological_process	4	polarity_specification_of_anterior_posterior_axis
GO:0060430	biological_process	3	lung_saccule_development
GO:0000117	biological_process	10	regulation_of_transcription_involved_in_G2_M_transition_of_mitotic_cell_cycle
GO:1904772	biological_process	4	response_to_tetrachloromethane
GO:0036333	biological_process	5	hepatocyte_homeostasis
GO:0001178	biological_process	12	regulation_of_transcriptional_start_site_selection_at_RNA_polymerase_II_promoter
GO:2000424	biological_process	11	positive_regulation_of_eosinophil_chemotaxis
GO:0097159	molecular_function	2	organic_cyclic_compound_binding
GO:0006409	biological_process	10	tRNA_export_from_nucleus
GO:0003290	biological_process	5	atrial_septum_secundum_morphogenesis
GO:0070857	biological_process	8	regulation_of_bile_acid_biosynthetic_process
GO:1900535	biological_process	10	palmitic_acid_biosynthetic_process
GO:2000330	biological_process	14	positive_regulation_of_T-helper_17_cell_lineage_commitment
GO:0099131	biological_process	5	ion_transmembrane_transport
GO:0000075	biological_process	6	cell_cycle_checkpoint
GO:0070236	biological_process	11	negative_regulation_of_activation-induced_cell_death_of_T_cells
GO:1902957	biological_process	11	negative_regulation_of_mitochondrial_electron_transport_NADH_to_ubiquinone
GO:0072683	biological_process	8	T_cell_extravasation
GO:0008517	molecular_function	8	folic_acid_transmembrane_transporter_activity
GO:0008843	molecular_function	6	endochitinase_activity
GO:2000627	biological_process	9	positive_regulation_of_miRNA_catabolic_process
GO:0007119	biological_process	3	budding_cell_isotropic_bud_growth
GO:0021644	biological_process	4	vagus_nerve_morphogenesis
GO:1905555	biological_process	8	positive_regulation_blood_vessel_branching
GO:0018125	biological_process	9	peptidyl-cysteine_methylation
GO:0014036	biological_process	5	neural_crest_cell_fate_specification
GO:0045694	biological_process	5	regulation_of_embryo_sac_egg_cell_differentiation
GO:0016878	molecular_function	4	acid-thiol_ligase_activity
GO:0031720	molecular_function	3	haptoglobin_binding
GO:0000732	biological_process	7	strand_displacement
GO:0090657	biological_process	8	telomeric_loop_disassembly
GO:0060750	biological_process	5	epithelial_cell_proliferation_involved_in_mammary_gland_duct_elongation
GO:0071454	biological_process	6	cellular_response_to_anoxia
GO:0042426	biological_process	8	choline_catabolic_process
GO:0098904	biological_process	8	regulation_of_AV_node_cell_action_potential
GO:0042019	molecular_function	4	interleukin-23_binding
GO:1905907	biological_process	7	negative_regulation_of_amyloid_fibril_formation
GO:0045027	molecular_function	5	DNA_end_binding
GO:0052812	molecular_function	6	phosphatidylinositol-34-bisphosphate_5-kinase_activity
GO:0061972	biological_process	6	dermal_bone_morphogenesis
GO:0033043	biological_process	5	regulation_of_organelle_organization
GO:1901725	biological_process	10	regulation_of_histone_deacetylase_activity
GO:0045658	biological_process	9	regulation_of_neutrophil_differentiation
GO:0061009	biological_process	4	common_bile_duct_development
GO:1990619	biological_process	11	histone_H3-K9_deacetylation
GO:0070407	biological_process	8	oxidation-dependent_protein_catabolic_process
GO:0061561	biological_process	5	trigeminal_ganglion_formation
GO:0008545	molecular_function	8	JUN_kinase_kinase_activity
GO:0031106	biological_process	7	septin_ring_organization
GO:0000965	biological_process	9	mitochondrial_RNA_3-end_processing
GO:0006042	biological_process	7	glucosamine_biosynthetic_process
GO:0006390	biological_process	10	mitochondrial_transcription
GO:1902473	biological_process	5	regulation_of_protein_localization_to_synapse
GO:0051759	biological_process	8	sister_chromosome_movement_towards_spindle_pole_involved_in_meiotic_sister_chromatid_segregation
GO:1902104	biological_process	10	positive_regulation_of_metaphase_anaphase_transition_of_meiotic_cell_cycle
GO:0009767	biological_process	5	photosynthetic_electron_transport_chain
GO:0110032	biological_process	9	positive_regulation_of_G2_MI_transition_of_meiotic_cell_cycle
GO:0060466	biological_process	10	activation_of_meiosis_involved_in_egg_activation
GO:0016636	molecular_function	4	oxidoreductase_activity_acting_on_the_CH-CH_group_of_donors_iron-sulfur_protein_as_acceptor
GO:0090435	biological_process	7	protein_localization_to_nuclear_envelope
GO:0048644	biological_process	4	muscle_organ_morphogenesis
GO:0048081	biological_process	6	positive_regulation_of_cuticle_pigmentation
GO:0004908	molecular_function	5	interleukin-1_receptor_activity
GO:0045299	biological_process	5	otolith_mineralization
GO:0048085	biological_process	4	adult_chitin-containing_cuticle_pigmentation
GO:0034512	molecular_function	6	box_C_D_snoRNA_binding
GO:0052596	molecular_function	5	phenethylamine:oxygen_oxidoreductase_(deaminating)_activity
GO:0052594	molecular_function	5	aminoacetone:oxygen_oxidoreductase(deaminating)_activity
GO:0052593	molecular_function	5	tryptamine:oxygen_oxidoreductase_(deaminating)_activity
GO:0052595	molecular_function	5	aliphatic-amine_oxidase_activity
GO:0035812	biological_process	4	renal_sodium_excretion
GO:2001161	biological_process	11	negative_regulation_of_histone_H3-K79_methylation
GO:0036359	biological_process	4	renal_potassium_excretion
GO:0005290	molecular_function	9	L-histidine_transmembrane_transporter_activity
GO:0046101	biological_process	9	hypoxanthine_biosynthetic_process
GO:0021914	biological_process	8	negative_regulation_of_smoothened_signaling_pathway_involved_in_ventral_spinal_cord_patterning
GO:0034051	biological_process	8	negative_regulation_of_plant-type_hypersensitive_response
GO:0070859	biological_process	9	positive_regulation_of_bile_acid_biosynthetic_process
GO:0002572	biological_process	6	pro-T_cell_differentiation
GO:2000050	biological_process	7	regulation_of_non-canonical_Wnt_signaling_pathway
GO:0071962	biological_process	8	mitotic_sister_chromatid_cohesion_centromeric
GO:0008441	molecular_function	7	3(2)5-bisphosphate_nucleotidase_activity
GO:1902164	biological_process	10	positive_regulation_of_DNA_damage_response_signal_transduction_by_p53_class_mediator_resulting_in_transcription_of_p21_class_mediator
GO:0047560	molecular_function	5	3-dehydrosphinganine_reductase_activity
GO:0031943	biological_process	7	regulation_of_glucocorticoid_metabolic_process
GO:0010768	biological_process	13	negative_regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_UV-induced_DNA_damage
GO:1900060	biological_process	9	negative_regulation_of_ceramide_biosynthetic_process
GO:0090365	biological_process	8	regulation_of_mRNA_modification
GO:2000821	biological_process	4	regulation_of_grooming_behavior
GO:1903575	biological_process	6	cornified_envelope_assembly
GO:0098907	biological_process	8	regulation_of_SA_node_cell_action_potential
GO:0098910	biological_process	10	regulation_of_atrial_cardiac_muscle_cell_action_potential
GO:0034761	biological_process	9	positive_regulation_of_iron_ion_transmembrane_transport
GO:0071934	biological_process	6	thiamine_transmembrane_transport
GO:0006228	biological_process	11	UTP_biosynthetic_process
GO:0031627	biological_process	8	telomeric_loop_formation
GO:0006666	biological_process	8	3-keto-sphinganine_metabolic_process
GO:0045416	biological_process	9	positive_regulation_of_interleukin-8_biosynthetic_process
GO:0031288	biological_process	3	sorocarp_morphogenesis
GO:2000194	biological_process	6	regulation_of_female_gonad_development
GO:0031384	biological_process	9	regulation_of_initiation_of_mating_projection_growth
GO:0017002	molecular_function	8	activin-activated_receptor_activity
GO:0031126	biological_process	10	snoRNA_3-end_processing
GO:1904716	biological_process	8	positive_regulation_of_chaperone-mediated_autophagy
GO:0002374	biological_process	10	cytokine_secretion_involved_in_immune_response
GO:0045676	biological_process	10	regulation_of_R7_cell_differentiation
GO:0007451	biological_process	4	dorsal_ventral_lineage_restriction_imaginal_disc
GO:1903939	biological_process	8	regulation_of_TORC2_signaling
GO:1904899	biological_process	7	positive_regulation_of_hepatic_stellate_cell_proliferation
GO:0005371	molecular_function	8	tricarboxylate_secondary_active_transmembrane_transporter_activity
GO:0097573	molecular_function	6	glutathione_oxidoreductase_activity
GO:0033342	biological_process	5	negative_regulation_of_collagen_binding
GO:0089700	biological_process	6	protein_kinase_D_signaling
GO:0008216	biological_process	8	spermidine_metabolic_process
GO:0060370	biological_process	10	susceptibility_to_T_cell_mediated_cytotoxicity
GO:0039020	biological_process	8	pronephric_nephron_tubule_development
GO:0030708	biological_process	5	germarium-derived_female_germ-line_cyst_encapsulation
GO:0072004	biological_process	5	kidney_field_specification
GO:0071600	biological_process	6	otic_vesicle_morphogenesis
GO:0005503	molecular_function	6	all-trans_retinal_binding
GO:0048407	molecular_function	4	platelet-derived_growth_factor_binding
GO:0097250	biological_process	7	mitochondrial_respirasome_assembly
GO:0048659	biological_process	4	smooth_muscle_cell_proliferation
GO:1904877	biological_process	9	positive_regulation_of_DNA_ligase_activity
GO:0032356	molecular_function	6	oxidized_DNA_binding
