"V1"	"V2"	"V3"	"V4"
"proline biosynthetic process"	0.25100746158302	0.123958889617942	0.00170557084190958	1.32776964035948
"cellular copper ion homeostasis"	0.175362170817564	0.0841880380498778	0.0195775797630017	0.582072497657207
"heme transport"	0.281984156721203	0.175005025792708	1.4926044984554	1.59893837644489
"tryptophan catabolic process to kynurenine"	0.181456951026007	0.0535895900042089	0.00170557080528851	0.218606810144778
"methionine biosynthetic process"	0.58600965672078	0.223361697118266	0.327643477343681	3.14795309389274
"purine ribonucleoside salvage"	0.198783835522397	0.0328818149636243	0.0195775797630031	0.810714377355967
"uracil salvage"	0.140496064167979	0.0135543422275908	0.00170557079433134	0.336207977717887
"regulation of DNA-templated transcription, elongation"	0.232412052327102	0.10208017676223	0.0195775797630017	0.719337652704064
"electron transport coupled proton transport"	0.185470564626082	0.151976584670206	8.31740024357049	0.672127288912554
"L-serine biosynthetic process"	0.210189085851072	0.0652384068162071	0.0195775797630013	0.790140368658043
"glutamate biosynthetic process"	0.347682707095116	0.137654937200119	38.9421403802249	1.40758453580004
"protein targeting to membrane"	0.340230608797969	0.168292728194735	0.0195737600340959	0.956172101292378
"maturation of SSU-rRNA"	0.102959661465755	0.0187388256919241	0.00170557079128417	0.326022311032608
"rRNA modification"	0.154953983383964	0.0572570670748305	3.49079055610834	0.572020199547379
"guanosine tetraphosphate metabolic process"	0.323882519514387	0.140911690651858	0.0195775797630023	1.30452291599469
"valyl-tRNA aminoacylation"	0.362792993925946	0.166572481987062	3.70579540812959	1.45674838808276
"cysteinyl-tRNA aminoacylation"	0.160751188156254	0.0857495384005374	0.0198696652585264	0.718497729872414
"arginine biosynthetic process via ornithine"	0.216656972061806	0.118884508071838	0.0195775797630019	0.780088403453039
"glycine biosynthetic process from serine"	0.224300857265661	0.0927257183116488	0.0380536590940335	0.751197061895455
"GTP biosynthetic process"	0.099639903879428	0.054927047578657	0.0766928827157482	0.352030576585472
"glycine decarboxylation via glycine cleavage system"	0.29399063935675	0.104927845330002	0.0383945752485502	1.02858633764827
"tRNA methylation"	0.360743477987757	0.150026534494801	0.586826089989297	1.7074679753739
"NAD biosynthetic process"	0.416499935709869	0.195489915565377	0.430984035605974	1.91556731810294
"asparaginyl-tRNA aminoacylation"	0.122277406946876	0.0181328540150199	0.00170557079532802	0.41197516486369
"methionyl-tRNA aminoacylation"	0.200320817503456	0.0790281538328394	0.0195775797630017	0.701332259712106
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.316953290326686	0.948857625187303	0.00170557683191107	0.0611865074858541
"aspartyl-tRNA aminoacylation"	0.190028464525202	0.0886579177016688	0.303783702686674	0.748729052392634
"rRNA methylation"	0.875311764547484	1.03307676081266	0.0197515711046476	2.27184694469762
"leucyl-tRNA aminoacylation"	0.501377920652092	0.603637580138122	0.0197515711046086	1.09932140931949
"proline catabolic process to glutamate"	0.157946248423353	0.068497534393859	0.213656459908046	0.761592846077878
"coenzyme A biosynthetic process"	0.283070941415083	0.12823408205986	0.00170557083674825	0.997506493729521
"GMP biosynthetic process"	0.29486460128286	0.15600479630049	0.0388718280073887	1.08609323328178
"cysteine biosynthetic process from serine"	0.310371381402857	0.0946992572297008	0.0017189900929853	1.06773022078135
"lysyl-tRNA aminoacylation"	0.249405808480711	0.1094927907356	0.3347851120202	0.989913387712197
"dTTP biosynthetic process"	0.181969633485601	0.0836414225646794	0.0195775797630023	0.631746736634179
"ATP synthesis coupled proton transport"	0.56308169926004	0.267588190365248	90.1879615252458	3.29934552526358
"de novo L-methionine biosynthetic process"	0.278675078721901	0.0776608771845665	0.0195775797630023	0.998956224438261
"de novo UMP biosynthetic process"	0.424368877898716	0.215710355810844	0.0773876607890207	2.17148215284121
"acetyl-CoA biosynthetic process"	0.22567993018019	0.0574079896201186	0.0382930834510359	0.992589002435988
"rRNA base methylation"	0.358304723976275	0.131443329861867	0.00170557085302939	1.20852247223863
"SRP-dependent cotranslational protein targeting to membrane"	0.34546451429092	0.179489143134063	0.0575880244934304	1.03330182443193
"malonyl-CoA biosynthetic process"	0.201618640087443	0.0498343005818082	0.571893741862509	0.929439232636937
"de novo CTP biosynthetic process"	0.292224394541117	0.0902091636849168	0.019577579763002	1.01683878929512
"glycolytic process"	1.12488505920757	0.319517960333912	4.22493271527736	6.44872944942861
"UMP salvage"	0.204025965681911	0.022850436387696	0.00170557080190915	0.579312016712141
"D-alanine biosynthetic process"	0.209592010747451	0.0731643953355671	0.00170557082233459	0.884233397200517
"de novo IMP biosynthetic process"	0.551151534217221	0.260954953758605	9.35093567453993	2.84796828614909
"conversion of methionyl-tRNA to N-formyl-methionyl-tRNA"	0.174235077848677	0.0685090327800337	0.0383945752485465	0.491022834325651
"ribosomal large subunit export from nucleus"	0.108612844616811	0.188550415135223	0.00170557080335715	0.0274013117442298
"L-methionine salvage from methylthioadenosine"	0.12690106959041	0.0529126372154007	0.00170557081276672	0.430466789560285
"rRNA (guanine-N7)-methylation"	0.165875960594162	0.0485769842154797	0.0197515711066464	0.771683399948989
