	GO_Terms	CRR119894	CRR119895	CRR119896	CRR119897	CRR125934	CRR125935	CRR125936	CRR125937	CRR125938	CRR125939	CRR125940	CRR125941	CRR125942	CRR125943	CRR125944	CRR125945	CRR125946	CRR125947	CRR125948	CRR125949	CRR125950	CRR125951	CRR125952	CRR125953	CRR125954	CRR125955	CRR125956	CRR125957	CRR125958	CRR125959	CRR125960	CRR125961	CRR125962	CRR125963	CRR125964	CRR125965	CRR125966	CRR125967	CRR125968	CRR125969	CRR125970	CRR125971	CRR125972	CRR125973	CRR125974	CRR125975	CRR125976	CRR125977	CRR125978	CRR125979	CRR125980	CRR125981	CRR125982	CRR125983	CRR125984	CRR125985	CRR125986	CRR125987	CRR125988	CRR125989	CRR125990	CRR125991	CRR125992	CRR125993	CRR125994	SRR10571655	SRR10571656	SRR10571657	SRR10571658	SRR10571659	SRR10571660	SRR10571662	SRR10571663	SRR10571664	SRR10571665	SRR10571719	SRR10571720	SRR10571721	SRR10571722	SRR10571723	SRR10571724	SRR10571725	SRR10571726	SRR10571727	SRR10571728	SRR10571730	SRR10571731	SRR10571732	SRR10571734	SRR10571735	SRR10571736	SRR10571737	SRR10571738	SRR10571739	SRR10571741	SRR10571742	SRR10571743	SRR10571744	SRR10571752	SRR10571753	SRR10571754	SRR10571755	SRR10571756	SRR10571757	SRR10903401	SRR10903402	SRR10971381	SRR11059942_PE	SRR11059942_SE	SRR11059944_PE	SRR11059944_SE	SRR11059945_PE	SRR11059946_PE	SRR11059946_SE	SRR11059947_PE	SRR11059947_SE	SRR11092056	SRR11092057	SRR11092058	SRR11092059	SRR11092060	SRR11092061	SRR11092062	SRR11092063	SRR11092064	SRR5677652	SRR5677654	SRR5677655	SRR5677656	SRR5677657	SRR5677658	SRR5677659	SRR5677660	SRR5677661	namespace	depth	name
chitin biosynthetic process																																																																																																																																										
ciliary basal body organization																																																																																																																																										
regulation of ion transmembrane transporter activity																																																																																																																																										
regulation of peptidase activity																																																																																																																																										
negative regulation of cell proliferation involved in compound eye morphogenesis																																																																																																																																										
regulation of leukocyte adhesion to vascular endothelial cell																																																																																																																																										
regulation of T cell anergy																																																																																																																																										
positive regulation of presynaptic membrane organization																																																																																																																																										
detection of stimulus involved in morphogenesis checkpoint																																																																																																																																										
"negative regulation of cell cycle switching, mitotic to meiotic cell cycle"																																																																																																																																										
regulation of fat cell apoptotic process																																																																																																																																										
negative regulation of protein localization to nucleus																																																																																																																																										
mesenchymal stem cell differentiation involved in mesonephric nephron morphogenesis																																																																																																																																										
positive regulation of pyrimidine-containing compound salvage																																																																																																																																										
response to folic acid																																																																																																																																										
type B pancreatic cell development																																																																																																																																										
regulation of thiamine diphosphate biosynthetic process																																																																																																																																										
hemolysis by symbiont of host erythrocytes																																																																																																																																										
regulation of receptor clustering																																																																																																																																										
positive regulation of anion transport																																																																																																																																										
melanosome organization																																																																																																																																										
cellular age-dependent response to reactive oxygen species																																																																																																																																										
regulation of sulfur amino acid metabolic process																																																																																																																																										
microglia differentiation																																																																																																																																										
secondary cell wall biogenesis involved in seed trichome differentiation																																																																																																																																										
regulation of cell cycle G2/M phase transition																																																																																																																																										
regulation of serotonin secretion																																																																																																																																										
codeine catabolic process																																																																																																																																										
chaperone-mediated protein complex assembly																																																																																																																																										
lipid-linked peptidoglycan transport																																																																																																																																										
negative regulation of lysosomal membrane permeability																																																																																																																																										
gramicidin S catabolic process																																																																																																																																										
regulation of glucocorticoid receptor signaling pathway																																																																																																																																										
"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent"																																																																																																																																										
chemokine (C-C motif) ligand 20 production																																																																																																																																										
mannoprotein biosynthetic process																																																																																																																																										
regulation of border follicle cell delamination																																																																																																																																										
cellular response to purvalanol A																																																																																																																																										
positive regulation of response to DNA integrity checkpoint signaling																																																																																																																																										
positive regulation of syringal lignin catabolic process																																																																																																																																										
positive regulation of embryonic skeletal joint development																																																																																																																																										
positive regulation of meiotic DNA double-strand break formation																																																																																																																																										
negative regulation of neurogenesis																																																																																																																																										
chromosome passenger complex localization to spindle midzone																																																																																																																																										
positive regulation of tolerance induction to self antigen																																																																																																																																										
pancreatic A cell development																																																																																																																																										
phenylethylamine metabolic process																																																																																																																																										
regulation of inositol phosphate biosynthetic process																																																																																																																																										
cellular response to lipid hydroperoxide																																																																																																																																										
negative regulation of cell-cell adhesion mediated by integrin																																																																																																																																										
mitotic spindle pole body duplication																																																																																																																																										
cellular response to glycine																																																																																																																																										
maintenance of protease location in mast cell secretory granule																																																																																																																																										
tight junction assembly																																																																																																																																										
negative regulation of protein activation cascade																																																																																																																																										
DNA integrity checkpoint																																																																																																																																										
mesonephric nephron tubule epithelial cell differentiation																																																																																																																																										
regulation of early endosome to recycling endosome transport																																																																																																																																										
negative regulation of adaptive immune effector response																																																																																																																																										
positive regulation of myofibroblast contraction																																																																																																																																										
D-ribose 5-phosphate catabolic process																																																																																																																																										
negative regulation of cellular alcohol catabolic process																																																																																																																																										
regulation of transforming growth factor beta receptor signaling pathway																																																																																																																																										
regulation of protein kinase A signaling																																																																																																																																										
protein localization to eisosome filament																																																																																																																																										
positive regulation of cellular senescence																																																																																																																																										
metal incorporation into metallo-oxygen cluster																																																																																																																																										
histone displacement																																																																																																																																										
GDP-mannose metabolic process																																																																																																																																										
ESCRT III complex assembly																																																																																																																																										
cellular response to phenylalanine																																																																																																																																										
"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission"																																																																																																																																										
cephalosporin metabolic process																																																																																																																																										
micropinocytosis																																																																																																																																										
positive regulation of intestinal absorption																																																																																																																																										
negative regulation of growth plate cartilage chondrocyte proliferation																																																																																																																																										
protein localization to Golgi membrane																																																																																																																																										
primary charge separation in photosystem II																																																																																																																																										
negative regulation of methionine-tRNA ligase activity																																																																																																																																										
positive regulation of integrin biosynthetic process																																																																																																																																										
regulation of fatty acid biosynthetic process																																																																																																																																										
"aerobic respiration, using arsenite as electron donor"																																																																																																																																										
"positive regulation of mRNA 3-UTR binding"""																																																																																																																																										
1166	GO:0010795	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	904	85	101	26	9	37	0	0	2	0	0	0	0	0	0	biological_process	7	regulation of ubiquinone biosynthetic process
1167	GO:0009255	0	0	0	0	0	0	0	0	0	0	285	0	0	2	0	0	0	0	244	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	5	11	3	0	2	7	3	7	2	0	0	0	15	0	0	0	604	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1610	153	145	44	10	28	0	0	0	0	0	0	0	0	0	biological_process	7	Entner-Doudoroff pathway through 6-phosphogluconate
1168	GO:0010304	0	0	0	0	0	5	0	0	0	0	0	0	13	755	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	5	0	0	0	0	0	0	0	0	0	0	2	biological_process	7	PSII associated light-harvesting complex II catabolic process
1169	GO:0042906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	xanthine transport
1170	GO:0071732	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	3	0	0	0	0	0	0	0	0	1299	0	0	0	0	0	7	88	6	10	5	5	4	9	9	3	4	7	12	17	3	4	2	4	11	2	6	6	3	7	9	7	7	6	5	6	8	6	5	7	6	6	3	3	4	13	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1008	87	84	28	10	2	0	0	0	0	0	0	0	0	0	biological_process	7	cellular response to nitric oxide
1171	GO:0048564	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	photosystem I assembly
1172	GO:0030301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	5	6	3	3	3	3	3	0	2	5	3	3	5	0	4	3	6	7	3	3	3	0	3	3	2	3	6	0	4	0	0	4	5	3	3	3	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	biological_process	7	cholesterol transport
1173	GO:0006001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	4	7	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	fructose catabolic process
1174	GO:0018307	0	0	0	0	0	2	0	0	0	0	0	0	10	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	2	0	0	0	2	0	5	13	7	2	4	2	0	0	3	0	7	0	0	0	2	2	0	0	213	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	432	41	46	12	4	16	0	0	0	2	0	0	0	0	0	biological_process	7	enzyme active site formation
1175	GO:0043486	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	histone exchange
1176	GO:0006509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	0	4	10	8	2	0	3	3	4	0	5	3	4	8	5	0	4	4	10	6	15	7	2	0	6	8	0	0	4	5	5	3	3	5	3	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	membrane protein ectodomain proteolysis
1177	GO:0045433	0	0	0	0	0	0	14	0	0	0	4	2	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	"male courtship behavior, veined wing generated song production"
1178	GO:0044355	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	84	2	0	0	0	0	0	0	362	0	11	0	0	4944	0	0	0	0	0	0	2	0	0	2	3	0	0	0	2	0	0	0	79	0	7	0	9	0	0	0	1304	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	26	31	5	3	0	0	0	0	0	0	0	0	0	0	biological_process	7	clearance of foreign intracellular DNA
1179	GO:0000096	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	46	57	50	42	47	59	27	22	47	44	47	52	54	57	49	70	68	49	54	73	63	48	38	44	54	50	61	67	58	65	64	51	45	58	70	68	50	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	8	3	3	0	0	0	0	0	0	0	0	0	0	biological_process	7	sulfur amino acid metabolic process
1180	GO:0006069	0	0	0	0	0	0	209	2	0	54	1263	126	0	5	5394	75	0	41	1231	139	0	0	0	0	0	68	2	0	0	0	2	27	2	0	2	0	0	0	0	0	3	0	0	3	5	0	3	3	0	0	103	0	3	0	0	0	0	0	1368	0	0	0	2	214	63	105	96	161	90	151	162	219	183	167	144	108	117	94	195	159	145	147	151	64	129	144	102	174	131	204	158	123	143	104	123	187	171	215	242	95	100	145	142	171	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1516	108	126	50	21	7	2	0	0	2	0	0	0	0	0	biological_process	7	ethanol oxidation
1181	GO:1900753	0	0	0	0	0	4	0	0	0	3	2	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	2	39	2	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	302	31	29	6	5	4	0	0	0	0	0	0	0	0	0	biological_process	7	doxorubicin transport
1182	GO:0046247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3	0	4	5	0	0	3	4	6	4	2	3	3	0	3	0	0	2	4	0	2	0	0	0	2	0	4	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	45	5	4	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	terpene catabolic process
1183	GO:0021860	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	pyramidal neuron development
1184	GO:0006641	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	87	26	39	20	33	26	48	13	19	24	18	36	25	33	33	16	33	27	23	16	24	22	37	24	33	26	21	32	33	19	31	35	30	37	33	27	26	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	4	4	6	2	0	0	0	0	0	0	0	0	0	biological_process	7	triglyceride metabolic process
1185	GO:0043631	0	0	0	0	0	0	0	0	0	6	16	4	0	5	0	0	0	0	6	0	0	0	24	0	0	0	0	0	5	0	0	3	0	0	0	0	3	37	0	0	3	34	4	3	6	3	0	257	17	2	0	0	0	0	19	0	0	0	565	3	0	11	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	1119	92	106	31	10	32	0	0	0	3	0	0	0	0	0	biological_process	7	RNA polyadenylation
1186	GO:0007268	0	0	0	0	0	0	0	0	2	0	0	4	0	2	2	12	0	0	0	0	2	4	0	0	3	0	3	0	0	0	5	0	3	0	2	0	2	0	0	2	13	5	10	4	2	0	0	33	16	0	2	0	2	0	10	2	0	0	5	0	0	0	5	2	11	0	4	0	0	3	3	0	2	0	0	0	0	4	4	0	0	0	0	0	2	0	3	0	0	2	3	0	4	0	0	2	2	0	0	0	0	0	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18	2	4	4	4	0	2	0	0	6	0	0	0	0	0	biological_process	7	chemical synaptic transmission
1187	GO:0039657	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	4	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	suppression by virus of host gene expression
1188	GO:0071271	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	113	16	7	4	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	1-butanol biosynthetic process
1189	GO:1903908	0	0	0	0	0	0	0	0	0	163	9	0	0	0	0	0	0	136	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	positive regulation of plasma membrane raft polarization
1190	GO:0006102	0	0	0	0	0	11	0	0	0	0	0	0	0	242	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	39	0	0	0	0	0	2	0	0	0	0	2	0	14	0	0	0	0	84	28	3	2	0	0	0	0	0	0	0	3	0	0	0	10	13	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	8	4	0	0	4	2	0	0	0	0	0	0	3	0	0	0	0	2	2	3	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	374	24	22	20	18	4	0	0	0	0	0	0	0	0	3	biological_process	7	isocitrate metabolic process
1191	GO:0010380	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	3	0	0	0	0	0	0	0	0	0	0	biological_process	7	regulation of chlorophyll biosynthetic process
1192	GO:0033189	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	116	184	106	177	176	253	186	180	160	114	140	111	218	177	150	166	168	82	141	154	111	199	150	221	178	137	170	133	128	210	198	232	266	123	126	162	152	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	response to vitamin A
1193	GO:0015857	0	0	0	0	4	119	0	0	0	39	133	13	66	2672	2	2	0	0	5	0	0	0	92	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	37	27	0	2	5	0	0	9	0	4	0	11	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	1967	99	119	58	12	13	0	0	0	0	0	46	0	0	0	biological_process	7	uracil transport
1194	GO:0001947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	96	90	146	86	144	152	205	173	161	136	97	107	86	185	144	135	133	142	62	125	130	90	161	126	190	151	115	138	100	110	179	164	202	229	90	99	135	135	153	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	heart looping
1195	GO:0050829	0	0	0	0	0	4	0	0	0	0	0	0	4	187	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	104	0	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	6	3	0	0	223	339	379	364	433	331	378	354	377	358	394	319	416	424	336	409	300	409	351	369	331	342	426	290	325	355	274	367	431	384	388	362	402	320	352	377	333	317	313	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	167	30	32	53	35	2	2	0	0	0	0	0	0	0	0	biological_process	7	defense response to Gram-negative bacterium
1196	GO:0032958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	inositol phosphate biosynthetic process
1197	GO:0070206	6	4	0	0	0	2	0	0	0	0	287	0	0	17	0	0	0	0	278	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	213	0	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	0	0	0	0	0	0	0	0	2	0	0	612	47	53	17	0	11	0	0	0	0	0	0	0	0	0	biological_process	7	protein trimerization
1198	GO:0035722	0	0	0	0	0	0	0	0	0	4	0	0	0	54	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	3	4	0	0	0	3	3	0	0	0	3	0	2	0	2	0	0	2	0	6	0	0	3	2	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	interleukin-12-mediated signaling pathway
1199	GO:0003429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	7	growth plate cartilage chondrocyte morphogenesis
1200	GO:0019262	3	0	0	0	0	38	2	0	0	927	717	4	4	1059	0	2	0	902	665	2	0	0	13	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	16	4	2	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	2	2	0	990	86	90	45	4	16	0	0	0	0	0	0	0	0	0	biological_process	7	N-acetylneuraminate catabolic process
1201	GO:0019317	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	185	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	471	41	53	32	4	0	0	0	0	0	0	0	45	0	0	biological_process	7	fucose catabolic process
