taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
756499	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	1	4.86E-05	0	0	1	4.84E-05	2	0.000111998	0	0	0	0
756892	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter indicus	5	0.000243121	5	0.000243658	6	0.000290522	5	0.000279995	7	0.000645471	2	0.000136597
758678	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
758782	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. THE68	0	0	0	0	3	0.000145261	0	0	0	0	2	0.000136597
758793	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia insecticola	3	0.000145873	3	0.000146195	0	0	1	5.60E-05	0	0	0	0
758802	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium litorale	1	4.86E-05	5	0.000243658	2	9.68E-05	0	0	1	9.22E-05	1	6.83E-05
758820	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum	Aquiflexum balticum	1	4.86E-05	1	4.87E-05	4	0.000193682	2	0.000111998	0	0	0	0
759273	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	149	0.007245006	134	0.006530043	173	0.00837673	166	0.00929584	62	0.005717031	72	0.004917509
759620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella ceti	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
759914	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli	0	0	1	4.87E-05	0	0	0	0	3	0.000276631	2	0.000136597
760011	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides	0	0	0	0	3	0.000145261	1	5.60E-05	1	9.22E-05	2	0.000136597
760154	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
760192	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis	0	0	2	9.75E-05	2	9.68E-05	0	0	2	0.00018442	1	6.83E-05
762051	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc kimchii	1	4.86E-05	0	0	0	0	1	5.60E-05	0	0	0	0
762376	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans	0	0	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	0	0
762570	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus	2	9.72E-05	0	0	2	9.68E-05	6	0.000335994	3	0.000276631	1	6.83E-05
762903	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans	4	0.000194497	6	0.00029239	7	0.000338943	3	0.000167997	1	9.22E-05	2	0.000136597
762948	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
762982	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	325	0.015802866	240	0.011695599	329	0.015930313	324	0.018143688	201	0.018534245	432	0.029505053
763057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
765869	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	0	0	2	9.75E-05	0	0	0	0	1	9.22E-05	0	0
765910	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum	6	0.000291745	3	0.000146195	0	0	4	0.000223996	0	0	6	0.000409792
765911	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
765912	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis	1	4.86E-05	2	9.75E-05	2	9.68E-05	3	0.000167997	3	0.000276631	5	0.000341494
765952	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	1	4.86E-05	2	9.75E-05	1	4.84E-05	1	5.60E-05	0	0	0	0
765962	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0	0	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	1	6.83E-05
766041	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	0	0	4	0.000194927	7	0.000338943	3	0.000167997	2	0.00018442	2	0.000136597
766764	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	NA	NA	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
767031	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	28	0.001361478	78	0.00380107	62	0.003002065	73	0.00408793	25	0.002305254	38	0.002595352
767465	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
768065	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
768486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	0	0	1	4.87E-05	1	4.84E-05	1	5.60E-05	8	0.000737681	4	0.000273195
768494	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	0	0	2	9.75E-05	0	0	0	0	9	0.000829892	2	0.000136597
768507	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	NA	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
768670	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	Calditerrivibrio nitroreducens	0	0	0	0	2	9.68E-05	0	0	0	0	1	6.83E-05
768672	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
768700	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma suis	12	0.00058349	33	0.001608145	13	0.000629465	8	0.000447992	1	9.22E-05	2	0.000136597
768704	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus meridiei	1	4.86E-05	4	0.000194927	0	0	2	0.000111998	1	9.22E-05	3	0.000204896
768706	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	2	9.72E-05	0	0	0	0	0	0	0	0	0	0
768710	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus youngiae	1	4.86E-05	1	4.87E-05	0	0	0	0	0	0	2	0.000136597
771875	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans	8	0.000388994	10	0.000487317	7	0.000338943	4	0.000223996	18	0.001659783	17	0.001161078
794846	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp. CCBAU 05631	1	4.86E-05	3	0.000146195	1	4.84E-05	1	5.60E-05	0	0	4	0.000273195
794851	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	1	4.86E-05	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
794903	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	Opitutaceae bacterium TAV5	47	0.002285338	52	0.002534046	19	0.000919988	66	0.003695936	0	0	3	0.000204896
795359	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis	2	9.72E-05	14	0.000682243	5	0.000242102	0	0	14	0.001290942	14	0.000956182
795665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	2	0.000136597
795797	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	27	0.001312853	5	0.000243658	11	0.000532624	23	0.001287978	3	0.000276631	9	0.000614689
796027	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans	8	0.000388994	2	9.75E-05	2	9.68E-05	3	0.000167997	26	0.002397465	25	0.001707468
796606	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methanolicus	15	0.000729363	9	0.000438585	9	0.000435784	8	0.000447992	43	0.003965038	38	0.002595352
797210	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	0	0	0	0	0	0	0	0	4	0.000368841	1	6.83E-05
797291	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium lactis	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
797302	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halovivax	Halovivax ruber	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
797303	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pellirubrum	0	0	0	0	0	0	0	0	2	0.00018442	0	0
838561	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma mirum	4	0.000194497	3	0.000146195	1	4.84E-05	3	0.000167997	0	0	1	6.83E-05
857417	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter indicus	0	0	0	0	1	4.84E-05	2	0.000111998	0	0	1	6.83E-05
858215	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium xylanolyticum	4	0.000194497	3	0.000146195	3	0.000145261	2	0.000111998	1	9.22E-05	5	0.000341494
858422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCBAU 051011	2	9.72E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	4	0.000368841	0	0
859143	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus kochii	3	0.000145873	5	0.000243658	6	0.000290522	2	0.000111998	9	0.000829892	17	0.001161078
859653	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB5	0	0	0	0	1	4.84E-05	2	0.000111998	3	0.000276631	3	0.000204896
859654	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer	34	0.001653223	9	0.000438585	12	0.000581045	11	0.000615989	1	9.22E-05	2	0.000136597
859655	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	0	0	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
860235	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium phytohabitans	2	9.72E-05	7	0.000341122	3	0.000145261	3	0.000167997	1	9.22E-05	0	0
861109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium indicum	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
861208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium sp. H13-3	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
861299	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonesis	9	0.000437618	9	0.000438585	8	0.000387363	11	0.000615989	9	0.000829892	8	0.00054639
861360	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
862126	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter ginsenosidivorax	1	4.86E-05	0	0	0	0	0	0	2	0.00018442	1	6.83E-05
862259	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mycoides	2	9.72E-05	3	0.000146195	2	9.68E-05	1	5.60E-05	15	0.001383153	24	0.00163917
862719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	0	0	1	4.87E-05	1	4.84E-05	3	0.000167997	0	0	1	6.83E-05
862751	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SirexAA-E	14	0.000680739	31	0.001510681	31	0.001501033	32	0.001791969	11	0.001014312	5	0.000341494
862908	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus	1	4.86E-05	0	0	1	4.84E-05	0	0	1	9.22E-05	1	6.83E-05
862970	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
863239	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium nuruki	0	0	5	0.000243658	5	0.000242102	4	0.000223996	2	0.00018442	1	6.83E-05
863365	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas hortorum	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
863372	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum huttiense	3	0.000145873	17	0.000828438	10	0.000484204	21	0.00117598	17	0.001567573	11	0.000751286
864051	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	Burkholderiales bacterium JOSHI_001	2	9.72E-05	0	0	0	0	1	5.60E-05	3	0.000276631	3	0.000204896
864564	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	40	0.001944968	35	0.001705608	47	0.002275759	40	0.002239961	6	0.000553261	6	0.000409792
864702	Bacteria	Cyanobacteria	NA	Oscillatoriales	NA	NA	Oscillatoriales cyanobacterium C42_A2020_001	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	0	0
864828	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia umbonata	7	0.000340369	8	0.000389853	6	0.000290522	11	0.000615989	0	0	1	6.83E-05
866536	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella baltica	2	9.72E-05	0	0	1	4.84E-05	1	5.60E-05	1	9.22E-05	6	0.000409792
866629	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma leachii	2	9.72E-05	1	4.87E-05	4	0.000193682	2	0.000111998	15	0.001383153	15	0.001024481
867076	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. IHB B 3084	0	0	1	4.87E-05	0	0	0	0	1	9.22E-05	0	0
867902	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Ornithobacterium	Ornithobacterium rhinotracheale	30	0.001458726	32	0.001559413	56	0.002711543	36	0.002015965	24	0.002213044	37	0.002527053
867904	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans hollandica	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
868595	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum nigrificans	1	4.86E-05	0	0	0	0	0	0	0	0	1	6.83E-05
868597	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
868864	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
869209	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	2	0.000136597
869210	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis	2	9.72E-05	0	0	4	0.000193682	2	0.000111998	0	0	0	0
869211	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila	0	0	1	4.87E-05	0	0	3	0.000167997	2	0.00018442	3	0.000204896
869212	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Turneriella	Turneriella parva	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
869250	Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	Theileria orientalis	6	0.000291745	3	0.000146195	6	0.000290522	7	0.000391993	3	0.000276631	4	0.000273195
869309	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
869727	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
870501	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Malaciobacter	Arcobacter molluscorum	1	4.86E-05	1	4.87E-05	6	0.000290522	3	0.000167997	4	0.000368841	1	6.83E-05
871575	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea parapolymorpha	1	4.86E-05	2	9.75E-05	4	0.000193682	4	0.000223996	2	0.00018442	0	0
871585	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
871742	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia flava	6	0.000291745	3	0.000146195	4	0.000193682	4	0.000223996	3	0.000276631	4	0.000273195
871963	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	0	0	1	4.87E-05	0	0	3	0.000167997	0	0	4	0.000273195
872331	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyorhinis	3	0.000145873	4	0.000194927	4	0.000193682	3	0.000167997	12	0.001106522	27	0.001844066
873447	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	2	9.72E-05	0	0	1	4.84E-05	3	0.000167997	0	0	4	0.000273195
875328	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter sinensis	3	0.000145873	0	0	0	0	1	5.60E-05	0	0	0	0
876142	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon intestinalis	1	4.86E-05	0	0	3	0.000145261	1	5.60E-05	1	9.22E-05	0	0
876364	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. USMAA2-4	13	0.000632115	3	0.000146195	5	0.000242102	7	0.000391993	18	0.001659783	27	0.001844066
877455	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus	0	0	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
877500	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter anaerophilus	1	4.86E-05	2	9.75E-05	6	0.000290522	1	5.60E-05	2	0.00018442	5	0.000341494
878220	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. StRB126	6	0.000291745	1	4.87E-05	3	0.000145261	2	0.000111998	0	0	5	0.000341494
879090	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
879212	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Desulfobacter postgatei	2	9.72E-05	2	9.75E-05	2	9.68E-05	3	0.000167997	3	0.000276631	11	0.000751286
879243	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	0	0	0	0	0	0	1	5.60E-05	4	0.000368841	3	0.000204896
879274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella sp. HZN7	0	0	1	4.87E-05	1	4.84E-05	0	0	4	0.000368841	1	6.83E-05
880070	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium marinum	8	0.000388994	2	9.75E-05	7	0.000338943	4	0.000223996	0	0	0	0
880071	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia	Bernardetia litoralis	8	0.000388994	21	0.001023365	22	0.001065249	7	0.000391993	4	0.000368841	9	0.000614689
880072	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	1	6.83E-05
880073	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi	1	4.86E-05	1	4.87E-05	1	4.84E-05	2	0.000111998	0	0	3	0.000204896
880074	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	5	0.000243121	2	9.75E-05	11	0.000532624	19	0.001063982	9	0.000829892	4	0.000273195
880159	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Bathycoccus sp. RCC1105 virus BpV	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
880162	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus 1	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
880478	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter siderophilus	11	0.000534866	17	0.000828438	13	0.000629465	8	0.000447992	42	0.003872827	55	0.00375643
880535	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium sp. gorilla clade G2	8	0.000388994	7	0.000341122	13	0.000629465	7	0.000391993	4	0.000368841	6	0.000409792
881260	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
881621	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii	0	0	1	4.87E-05	1	4.84E-05	1	5.60E-05	21	0.001936414	18	0.001229377
882081	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora azurea	0	0	0	0	1	4.84E-05	1	5.60E-05	2	0.00018442	0	0
882082	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora cyanea	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
882083	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora marina	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
882090	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea	Methanolinea tarda	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
882378	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	Mycetohabitans rhizoxinica	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
882944	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	7	0.000340369	1	4.87E-05	2	9.68E-05	3	0.000167997	11	0.001014312	25	0.001707468
883064	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1	4.86E-05	1	4.87E-05	0	0	0	0	0	0	2	0.000136597
885272	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi	7	0.000340369	0	0	1	4.84E-05	1	5.60E-05	1	9.22E-05	1	6.83E-05
886293	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera	Singulisphaera acidiphila	27	0.001312853	3	0.000146195	4	0.000193682	10	0.00055999	2	0.00018442	1	6.83E-05
