"namespace"	"depth"	"name"
"GO:0010795"	"biological_process"	" 7"	"regulation of ubiquinone biosynthetic process"
"GO:0009255"	"biological_process"	" 7"	"Entner-Doudoroff pathway through 6-phosphogluconate"
"GO:0010304"	"biological_process"	" 7"	"PSII associated light-harvesting complex II catabolic process"
"GO:0042906"	"biological_process"	" 7"	"xanthine transport"
"GO:0071732"	"biological_process"	" 7"	"cellular response to nitric oxide"
"GO:0007007"	"biological_process"	" 7"	"inner mitochondrial membrane organization"
"GO:0048564"	"biological_process"	" 7"	"photosystem I assembly"
"GO:0030301"	"biological_process"	" 7"	"cholesterol transport"
"GO:0006001"	"biological_process"	" 7"	"fructose catabolic process"
"GO:0018307"	"biological_process"	" 7"	"enzyme active site formation"
"GO:0043486"	"biological_process"	" 7"	"histone exchange"
"GO:0006509"	"biological_process"	" 7"	"membrane protein ectodomain proteolysis"
"GO:0045433"	"biological_process"	" 7"	"male courtship behavior, veined wing generated song production"
"GO:0044355"	"biological_process"	" 7"	"clearance of foreign intracellular DNA"
"GO:0000096"	"biological_process"	" 7"	"sulfur amino acid metabolic process"
"GO:0015705"	"biological_process"	" 7"	"iodide transport"
"GO:0006069"	"biological_process"	" 7"	"ethanol oxidation"
"GO:2000773"	"biological_process"	" 7"	"negative regulation of cellular senescence"
"GO:1900753"	"biological_process"	" 7"	"doxorubicin transport"
"GO:0046247"	"biological_process"	" 7"	"terpene catabolic process"
"GO:0030913"	"biological_process"	" 7"	"paranodal junction assembly"
"GO:0021860"	"biological_process"	" 7"	"pyramidal neuron development"
"GO:0006641"	"biological_process"	" 7"	"triglyceride metabolic process"
"GO:0050830"	"biological_process"	" 7"	"defense response to Gram-positive bacterium"
"GO:0034116"	"biological_process"	" 7"	"positive regulation of heterotypic cell-cell adhesion"
"GO:0051877"	"biological_process"	" 7"	"pigment granule aggregation in cell center"
"GO:0016320"	"biological_process"	" 7"	"endoplasmic reticulum membrane fusion"
"GO:0006673"	"biological_process"	" 7"	"inositol phosphoceramide metabolic process"
"GO:0051005"	"biological_process"	" 7"	"negative regulation of lipoprotein lipase activity"
"GO:0043631"	"biological_process"	" 7"	"RNA polyadenylation"
"GO:0007268"	"biological_process"	" 7"	"chemical synaptic transmission"
"GO:0039657"	"biological_process"	" 7"	"suppression by virus of host gene expression"
"GO:0071271"	"biological_process"	" 7"	"1-butanol biosynthetic process"
"GO:1903908"	"biological_process"	" 7"	"positive regulation of plasma membrane raft polarization"
"GO:0050908"	"biological_process"	" 7"	"detection of light stimulus involved in visual perception"
"GO:0006102"	"biological_process"	" 7"	"isocitrate metabolic process"
"GO:0016081"	"biological_process"	" 7"	"synaptic vesicle docking"
"GO:0010380"	"biological_process"	" 7"	"regulation of chlorophyll biosynthetic process"
"GO:0033189"	"biological_process"	" 7"	"response to vitamin A"
"GO:0006045"	"biological_process"	" 7"	"N-acetylglucosamine biosynthetic process"
"GO:0015857"	"biological_process"	" 7"	"uracil transport"
"GO:0001947"	"biological_process"	" 7"	"heart looping"
"GO:0008206"	"biological_process"	" 7"	"bile acid metabolic process"
"GO:0050829"	"biological_process"	" 7"	"defense response to Gram-negative bacterium"
"GO:0032958"	"biological_process"	" 7"	"inositol phosphate biosynthetic process"
"GO:0070206"	"biological_process"	" 7"	"protein trimerization"
"GO:0090122"	"biological_process"	" 7"	"cholesterol ester hydrolysis involved in cholesterol transport"
"GO:0035722"	"biological_process"	" 7"	"interleukin-12-mediated signaling pathway"
"GO:0003429"	"biological_process"	" 7"	"growth plate cartilage chondrocyte morphogenesis"
"GO:0010890"	"biological_process"	" 7"	"positive regulation of sequestering of triglyceride"
"GO:0019262"	"biological_process"	" 7"	"N-acetylneuraminate catabolic process"
"GO:0019317"	"biological_process"	" 7"	"fucose catabolic process"
"GO:0046278"	"biological_process"	" 7"	"3,4-dihydroxybenzoate metabolic process"
"GO:0019941"	"biological_process"	" 7"	"modification-dependent protein catabolic process"
"GO:0006940"	"biological_process"	" 7"	"regulation of smooth muscle contraction"
"GO:0010893"	"biological_process"	" 8"	"positive regulation of steroid biosynthetic process"
"GO:0006258"	"biological_process"	" 8"	"UDP-glucose catabolic process"
"GO:0035814"	"biological_process"	" 8"	"negative regulation of renal sodium excretion"
"GO:0009259"	"biological_process"	" 8"	"ribonucleotide metabolic process"
"GO:0097175"	"biological_process"	" 8"	"1,6-anhydro-N-acetyl-beta-muramic acid catabolic process"
"GO:2001014"	"biological_process"	" 8"	"regulation of skeletal muscle cell differentiation"
"GO:0017148"	"biological_process"	" 8"	"negative regulation of translation"
"GO:0070086"	"biological_process"	" 8"	"ubiquitin-dependent endocytosis"
"GO:0006289"	"biological_process"	" 8"	"nucleotide-excision repair"
"GO:0005978"	"biological_process"	" 8"	"glycogen biosynthetic process"
"GO:0018142"	"biological_process"	" 8"	"protein-DNA covalent cross-linking"
"GO:0036297"	"biological_process"	" 8"	"interstrand cross-link repair"
"GO:0006354"	"biological_process"	" 8"	"DNA-templated transcription, elongation"
"GO:0070897"	"biological_process"	" 8"	"transcription preinitiation complex assembly"
"GO:0002181"	"biological_process"	" 8"	"cytoplasmic translation"
"GO:0043137"	"biological_process"	" 8"	"DNA replication, removal of RNA primer"
"GO:0036104"	"biological_process"	" 8"	"Kdo2-lipid A biosynthetic process"
"GO:0034757"	"biological_process"	" 8"	"negative regulation of iron ion transport"
"GO:0007274"	"biological_process"	" 8"	"neuromuscular synaptic transmission"
"GO:0015682"	"biological_process"	" 8"	"iron ion transport"
"GO:0006313"	"biological_process"	" 8"	"transposition, DNA-mediated"
"GO:0033306"	"biological_process"	" 8"	"phytol metabolic process"
"GO:0006302"	"biological_process"	" 8"	"double-strand break repair"
"GO:0060696"	"biological_process"	" 8"	"regulation of phospholipid catabolic process"
"GO:1903711"	"biological_process"	" 8"	"spermidine transmembrane transport"
"GO:0010975"	"biological_process"	" 8"	"regulation of neuron projection development"
"GO:0043041"	"biological_process"	" 8"	"amino acid activation for nonribosomal peptide biosynthetic process"
"GO:0071492"	"biological_process"	" 8"	"cellular response to UV-A"
"GO:0042355"	"biological_process"	" 8"	"L-fucose catabolic process"
"GO:0010460"	"biological_process"	" 8"	"positive regulation of heart rate"
"GO:0006885"	"biological_process"	" 8"	"regulation of pH"
"GO:0098535"	"biological_process"	" 8"	"de novo centriole assembly involved in multi-ciliated epithelial cell differentiation"
"GO:0008535"	"biological_process"	" 8"	"respiratory chain complex IV assembly"
"GO:0014068"	"biological_process"	" 8"	"positive regulation of phosphatidylinositol 3-kinase signaling"
"GO:0045648"	"biological_process"	" 8"	"positive regulation of erythrocyte differentiation"
"GO:1903077"	"biological_process"	" 8"	"negative regulation of protein localization to plasma membrane"
"GO:0030194"	"biological_process"	" 8"	"positive regulation of blood coagulation"
"GO:0006334"	"biological_process"	" 8"	"nucleosome assembly"
"GO:0031297"	"biological_process"	" 8"	"replication fork processing"
"GO:0009143"	"biological_process"	" 8"	"nucleoside triphosphate catabolic process"
"GO:0055074"	"biological_process"	" 8"	"calcium ion homeostasis"
"GO:0006596"	"biological_process"	" 8"	"polyamine biosynthetic process"
"GO:0002805"	"biological_process"	" 8"	"regulation of antimicrobial peptide biosynthetic process"
"GO:0042867"	"biological_process"	" 8"	"pyruvate catabolic process"
"GO:0050667"	"biological_process"	" 8"	"homocysteine metabolic process"
"GO:0019665"	"biological_process"	" 8"	"anaerobic amino acid catabolic process"
"GO:0042938"	"biological_process"	" 8"	"dipeptide transport"
"GO:0009307"	"biological_process"	" 8"	"DNA restriction-modification system"
"GO:0090502"	"biological_process"	" 8"	"RNA phosphodiester bond hydrolysis, endonucleolytic"
"GO:0006511"	"biological_process"	" 8"	"ubiquitin-dependent protein catabolic process"
"GO:0006479"	"biological_process"	" 8"	"protein methylation"
"GO:0035350"	"biological_process"	" 8"	"FAD transmembrane transport"
"GO:0045987"	"biological_process"	" 8"	"positive regulation of smooth muscle contraction"
"GO:0046427"	"biological_process"	" 8"	"positive regulation of receptor signaling pathway via JAK-STAT"
"GO:0070414"	"biological_process"	" 8"	"trehalose metabolism in response to heat stress"
"GO:0042311"	"biological_process"	" 8"	"vasodilation"
"GO:0017156"	"biological_process"	" 8"	"calcium-ion regulated exocytosis"
"GO:0019350"	"biological_process"	" 8"	"teichoic acid biosynthetic process"
"GO:0048034"	"biological_process"	" 8"	"heme O biosynthetic process"
"GO:0045647"	"biological_process"	" 8"	"negative regulation of erythrocyte differentiation"
"GO:0000733"	"biological_process"	" 8"	"DNA strand renaturation"
"GO:0042426"	"biological_process"	" 8"	"choline catabolic process"
"GO:0070298"	"biological_process"	" 8"	"negative regulation of phosphorelay signal transduction system"
"GO:0046098"	"biological_process"	" 8"	"guanine metabolic process"
"GO:0015694"	"biological_process"	" 8"	"mercury ion transport"
"GO:0000245"	"biological_process"	" 8"	"spliceosomal complex assembly"
"GO:0033386"	"biological_process"	" 8"	"geranylgeranyl diphosphate biosynthetic process"
"GO:0002184"	"biological_process"	" 8"	"cytoplasmic translational termination"
"GO:0019285"	"biological_process"	" 8"	"glycine betaine biosynthetic process from choline"
"GO:0051932"	"biological_process"	" 8"	"synaptic transmission, GABAergic"
"GO:0048011"	"biological_process"	" 8"	"neurotrophin TRK receptor signaling pathway"
"GO:1902093"	"biological_process"	" 8"	"positive regulation of flagellated sperm motility"
"GO:0045228"	"biological_process"	" 8"	"slime layer polysaccharide biosynthetic process"
"GO:0030511"	"biological_process"	" 8"	"positive regulation of transforming growth factor beta receptor signaling pathway"
"GO:0070415"	"biological_process"	" 8"	"trehalose metabolism in response to cold stress"
"GO:0009113"	"biological_process"	" 8"	"purine nucleobase biosynthetic process"
"GO:0019516"	"biological_process"	" 8"	"lactate oxidation"
"GO:0046135"	"biological_process"	" 8"	"pyrimidine nucleoside catabolic process"
"GO:0019316"	"biological_process"	" 8"	"D-allose catabolic process"
"GO:0009695"	"biological_process"	" 8"	"jasmonic acid biosynthetic process"
"GO:0043481"	"biological_process"	" 8"	"anthocyanin accumulation in tissues in response to UV light"
"GO:0042183"	"biological_process"	" 8"	"formate catabolic process"
"GO:0030980"	"biological_process"	" 8"	"alpha-glucan catabolic process"
"GO:0001510"	"biological_process"	" 8"	"RNA methylation"
"GO:0009816"	"biological_process"	" 8"	"defense response to bacterium, incompatible interaction"
"GO:0038063"	"biological_process"	" 8"	"collagen-activated tyrosine kinase receptor signaling pathway"
"GO:0070581"	"biological_process"	" 8"	"rolling circle DNA replication"
"GO:0050714"	"biological_process"	" 8"	"positive regulation of protein secretion"
"GO:0006402"	"biological_process"	" 8"	"mRNA catabolic process"
"GO:0006165"	"biological_process"	" 8"	"nucleoside diphosphate phosphorylation"
"GO:0015691"	"biological_process"	" 8"	"cadmium ion transport"
"GO:0032715"	"biological_process"	" 8"	"negative regulation of interleukin-6 production"
"GO:0046854"	"biological_process"	" 8"	"phosphatidylinositol phosphorylation"
"GO:0006005"	"biological_process"	" 8"	"L-fucose biosynthetic process"
"GO:0098735"	"biological_process"	" 8"	"positive regulation of the force of heart contraction"
"GO:0009298"	"biological_process"	" 8"	"GDP-mannose biosynthetic process"
"GO:0051897"	"biological_process"	" 8"	"positive regulation of protein kinase B signaling"
"GO:0031056"	"biological_process"	" 8"	"regulation of histone modification"
"GO:0055078"	"biological_process"	" 8"	"sodium ion homeostasis"
"GO:0006487"	"biological_process"	" 8"	"protein N-linked glycosylation"
"GO:1900027"	"biological_process"	" 8"	"regulation of ruffle assembly"
"GO:0032981"	"biological_process"	" 8"	"mitochondrial respiratory chain complex I assembly"
"GO:0046459"	"biological_process"	" 8"	"short-chain fatty acid metabolic process"
"GO:0036048"	"biological_process"	" 8"	"protein desuccinylation"
"GO:1903364"	"biological_process"	" 8"	"positive regulation of cellular protein catabolic process"
"GO:0018262"	"biological_process"	" 8"	"isopeptide cross-linking"
"GO:0006397"	"biological_process"	" 8"	"mRNA processing"
"GO:0003096"	"biological_process"	" 8"	"renal sodium ion transport"
"GO:0000019"	"biological_process"	" 8"	"regulation of mitotic recombination"
"GO:0019594"	"biological_process"	" 8"	"mannitol metabolic process"
"GO:0072579"	"biological_process"	" 8"	"glycine receptor clustering"
"GO:0018871"	"biological_process"	" 8"	"1-aminocyclopropane-1-carboxylate metabolic process"
"GO:0050871"	"biological_process"	" 8"	"positive regulation of B cell activation"
"GO:0033499"	"biological_process"	" 8"	"galactose catabolic process via UDP-galactose"
"GO:1905039"	"biological_process"	" 8"	"carboxylic acid transmembrane transport"
"GO:0061624"	"biological_process"	" 8"	"fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate"
"GO:0030476"	"biological_process"	" 8"	"ascospore wall assembly"
"GO:0070100"	"biological_process"	" 8"	"negative regulation of chemokine-mediated signaling pathway"
"GO:0050709"	"biological_process"	" 8"	"negative regulation of protein secretion"
"GO:0070262"	"biological_process"	" 8"	"peptidyl-serine dephosphorylation"
"GO:0051161"	"biological_process"	" 8"	"arabitol metabolic process"
"GO:0043652"	"biological_process"	" 8"	"engulfment of apoptotic cell"
"GO:0006493"	"biological_process"	" 8"	"protein O-linked glycosylation"
"GO:1901891"	"biological_process"	" 8"	"regulation of cell septum assembly"
"GO:1902476"	"biological_process"	" 8"	"chloride transmembrane transport"
"GO:1902906"	"biological_process"	" 8"	"proteasome storage granule assembly"
"GO:1900275"	"biological_process"	" 8"	"negative regulation of phospholipase C activity"
"GO:0045836"	"biological_process"	" 8"	"positive regulation of meiotic nuclear division"
"GO:0032757"	"biological_process"	" 8"	"positive regulation of interleukin-8 production"
"GO:0009062"	"biological_process"	" 8"	"fatty acid catabolic process"
"GO:0046855"	"biological_process"	" 8"	"inositol phosphate dephosphorylation"
"GO:0044806"	"biological_process"	" 8"	"G-quadruplex DNA unwinding"
"GO:0010613"	"biological_process"	" 8"	"positive regulation of cardiac muscle hypertrophy"
"GO:1903424"	"biological_process"	" 8"	"fluoride transmembrane transport"
"GO:0002230"	"biological_process"	" 8"	"positive regulation of defense response to virus by host"
"GO:0017038"	"biological_process"	" 8"	"protein import"
"GO:0016525"	"biological_process"	" 8"	"negative regulation of angiogenesis"
"GO:0015991"	"biological_process"	" 8"	"proton transmembrane transport"
"GO:0000730"	"biological_process"	" 8"	"DNA recombinase assembly"
"GO:0045337"	"biological_process"	" 8"	"farnesyl diphosphate biosynthetic process"
"GO:0006446"	"biological_process"	" 8"	"regulation of translational initiation"
"GO:0046239"	"biological_process"	" 8"	"phthalate catabolic process"
"GO:1902025"	"biological_process"	" 8"	"nitrate import"
"GO:0046279"	"biological_process"	" 8"	"3,4-dihydroxybenzoate biosynthetic process"
"GO:0006750"	"biological_process"	" 8"	"glutathione biosynthetic process"
"GO:0043326"	"biological_process"	" 8"	"chemotaxis to folate"
"GO:1903911"	"biological_process"	" 8"	"positive regulation of receptor clustering"
"GO:0030042"	"biological_process"	" 8"	"actin filament depolymerization"
"GO:0006568"	"biological_process"	" 8"	"tryptophan metabolic process"
"GO:0043458"	"biological_process"	" 8"	"ethanol biosynthetic process involved in glucose fermentation to ethanol"
"GO:1900026"	"biological_process"	" 8"	"positive regulation of substrate adhesion-dependent cell spreading"
"GO:1902004"	"biological_process"	" 8"	"positive regulation of amyloid-beta formation"
"GO:0014067"	"biological_process"	" 8"	"negative regulation of phosphatidylinositol 3-kinase signaling"
"GO:0010389"	"biological_process"	" 8"	"regulation of G2/M transition of mitotic cell cycle"
"GO:0044341"	"biological_process"	" 8"	"sodium-dependent phosphate transport"
"GO:0018117"	"biological_process"	" 8"	"protein adenylylation"
"GO:0009069"	"biological_process"	" 8"	"serine family amino acid metabolic process"
"GO:0036158"	"biological_process"	" 8"	"outer dynein arm assembly"
"GO:0048643"	"biological_process"	" 8"	"positive regulation of skeletal muscle tissue development"
"GO:0001869"	"biological_process"	" 8"	"negative regulation of complement activation, lectin pathway"
"GO:0030473"	"biological_process"	" 8"	"nuclear migration along microtubule"
"GO:0006379"	"biological_process"	" 8"	"mRNA cleavage"
"GO:0030520"	"biological_process"	" 8"	"intracellular estrogen receptor signaling pathway"
"GO:1905467"	"biological_process"	" 8"	"positive regulation of G-quadruplex DNA unwinding"
"GO:0009817"	"biological_process"	" 8"	"defense response to fungus, incompatible interaction"
"GO:0006835"	"biological_process"	" 8"	"dicarboxylic acid transport"
"GO:0032740"	"biological_process"	" 8"	"positive regulation of interleukin-17 production"
"GO:0019277"	"biological_process"	" 8"	"UDP-N-acetylgalactosamine biosynthetic process"
"GO:0042340"	"biological_process"	" 8"	"keratan sulfate catabolic process"
"GO:0035672"	"biological_process"	" 8"	"oligopeptide transmembrane transport"
"GO:0090464"	"biological_process"	" 8"	"histidine homeostasis"
"GO:0003226"	"biological_process"	" 8"	"right ventricular compact myocardium morphogenesis"
"GO:0010411"	"biological_process"	" 8"	"xyloglucan metabolic process"
"GO:0006271"	"biological_process"	" 8"	"DNA strand elongation involved in DNA replication"
"GO:2001256"	"biological_process"	" 8"	"regulation of store-operated calcium entry"
"GO:0019396"	"biological_process"	" 8"	"gallate catabolic process"
"GO:0045122"	"biological_process"	" 8"	"aflatoxin biosynthetic process"
"GO:2000643"	"biological_process"	" 8"	"positive regulation of early endosome to late endosome transport"
"GO:1990314"	"biological_process"	" 8"	"cellular response to insulin-like growth factor stimulus"
"GO:0072387"	"biological_process"	" 8"	"flavin adenine dinucleotide metabolic process"
"GO:0035082"	"biological_process"	" 8"	"axoneme assembly"
"GO:0046785"	"biological_process"	" 8"	"microtubule polymerization"
"GO:0032481"	"biological_process"	" 8"	"positive regulation of type I interferon production"
"GO:0070873"	"biological_process"	" 8"	"regulation of glycogen metabolic process"
"GO:0033148"	"biological_process"	" 8"	"positive regulation of intracellular estrogen receptor signaling pathway"
"GO:0010255"	"biological_process"	" 8"	"glucose mediated signaling pathway"
"GO:0042059"	"biological_process"	" 8"	"negative regulation of epidermal growth factor receptor signaling pathway"
"GO:0090316"	"biological_process"	" 8"	"positive regulation of intracellular protein transport"
"GO:0042350"	"biological_process"	" 8"	"GDP-L-fucose biosynthetic process"
"GO:1903265"	"biological_process"	" 8"	"positive regulation of tumor necrosis factor-mediated signaling pathway"
"GO:0070189"	"biological_process"	" 8"	"kynurenine metabolic process"
"GO:0010205"	"biological_process"	" 8"	"photoinhibition"
"GO:0001845"	"biological_process"	" 8"	"phagolysosome assembly"
"GO:0030423"	"biological_process"	" 8"	"targeting of mRNA for destruction involved in RNA interference"
"GO:0008355"	"biological_process"	" 8"	"olfactory learning"
"GO:0023014"	"biological_process"	" 8"	"signal transduction by protein phosphorylation"
"GO:1902287"	"biological_process"	" 8"	"semaphorin-plexin signaling pathway involved in axon guidance"
"GO:0036503"	"biological_process"	" 8"	"ERAD pathway"
"GO:1902037"	"biological_process"	" 8"	"negative regulation of hematopoietic stem cell differentiation"
"GO:0000077"	"biological_process"	" 8"	"DNA damage checkpoint"
"GO:0019619"	"biological_process"	" 8"	"3,4-dihydroxybenzoate catabolic process"
"GO:0071332"	"biological_process"	" 8"	"cellular response to fructose stimulus"
"GO:0031047"	"biological_process"	" 8"	"gene silencing by RNA"
"GO:0042939"	"biological_process"	" 8"	"tripeptide transport"
"GO:0050707"	"biological_process"	" 8"	"regulation of cytokine secretion"
"GO:0000725"	"biological_process"	" 8"	"recombinational repair"
"GO:0046416"	"biological_process"	" 8"	"D-amino acid metabolic process"
"GO:0046514"	"biological_process"	" 8"	"ceramide catabolic process"
"GO:0042953"	"biological_process"	" 8"	"lipoprotein transport"
"GO:0006278"	"biological_process"	" 8"	"RNA-dependent DNA biosynthetic process"
"GO:0030041"	"biological_process"	" 8"	"actin filament polymerization"
"GO:0006284"	"biological_process"	" 8"	"base-excision repair"
"GO:0035551"	"biological_process"	" 8"	"protein initiator methionine removal involved in protein maturation"
"GO:0006649"	"biological_process"	" 8"	"phospholipid transfer to membrane"
"GO:0030152"	"biological_process"	" 8"	"bacteriocin biosynthetic process"
"GO:1903897"	"biological_process"	" 8"	"regulation of PERK-mediated unfolded protein response"
"GO:0034462"	"biological_process"	" 8"	"small-subunit processome assembly"
"GO:0046856"	"biological_process"	" 8"	"phosphatidylinositol dephosphorylation"
"GO:0048008"	"biological_process"	" 8"	"platelet-derived growth factor receptor signaling pathway"
"GO:0018197"	"biological_process"	" 8"	"peptidyl-aspartic acid modification"
"GO:0019385"	"biological_process"	" 8"	"methanogenesis, from acetate"
"GO:0071071"	"biological_process"	" 8"	"regulation of phospholipid biosynthetic process"
"GO:2001235"	"biological_process"	" 8"	"positive regulation of apoptotic signaling pathway"
"GO:0071548"	"biological_process"	" 8"	"response to dexamethasone"
"GO:0006547"	"biological_process"	" 8"	"histidine metabolic process"
"GO:0035011"	"biological_process"	" 8"	"melanotic encapsulation of foreign target"
"GO:0062030"	"biological_process"	" 8"	"negative regulation of stress granule assembly"
"GO:0019064"	"biological_process"	" 8"	"fusion of virus membrane with host plasma membrane"
"GO:0019858"	"biological_process"	" 8"	"cytosine metabolic process"
"GO:0034478"	"biological_process"	" 8"	"phosphatidylglycerol catabolic process"
"GO:0019249"	"biological_process"	" 8"	"lactate biosynthetic process"
"GO:0019934"	"biological_process"	" 8"	"cGMP-mediated signaling"
"GO:0015769"	"biological_process"	" 8"	"melibiose transport"
"GO:0031157"	"biological_process"	" 8"	"regulation of aggregate size involved in sorocarp development"
"GO:0071306"	"biological_process"	" 8"	"cellular response to vitamin E"
"GO:0034553"	"biological_process"	" 8"	"mitochondrial respiratory chain complex II assembly"
"GO:0006065"	"biological_process"	" 8"	"UDP-glucuronate biosynthetic process"
"GO:0048261"	"biological_process"	" 8"	"negative regulation of receptor-mediated endocytosis"
"GO:0034470"	"biological_process"	" 8"	"ncRNA processing"
"GO:0030206"	"biological_process"	" 8"	"chondroitin sulfate biosynthetic process"
"GO:0019386"	"biological_process"	" 8"	"methanogenesis, from carbon dioxide"
"GO:2000284"	"biological_process"	" 8"	"positive regulation of cellular amino acid biosynthetic process"
"GO:0030261"	"biological_process"	" 8"	"chromosome condensation"
"GO:0046295"	"biological_process"	" 8"	"glycolate biosynthetic process"
"GO:0006163"	"biological_process"	" 8"	"purine nucleotide metabolic process"
"GO:0015675"	"biological_process"	" 8"	"nickel cation transport"
"GO:0043468"	"biological_process"	" 8"	"regulation of fucose catabolic process"
"GO:0000737"	"biological_process"	" 8"	"DNA catabolic process, endonucleolytic"
"GO:0030211"	"biological_process"	" 8"	"heparin catabolic process"
"GO:0051103"	"biological_process"	" 8"	"DNA ligation involved in DNA repair"
"GO:0009064"	"biological_process"	" 8"	"glutamine family amino acid metabolic process"
"GO:0008645"	"biological_process"	" 8"	"hexose transmembrane transport"
"GO:0002082"	"biological_process"	" 8"	"regulation of oxidative phosphorylation"
"GO:0014736"	"biological_process"	" 8"	"negative regulation of muscle atrophy"
"GO:0042318"	"biological_process"	" 8"	"penicillin biosynthetic process"
"GO:0001523"	"biological_process"	" 8"	"retinoid metabolic process"
"GO:0043461"	"biological_process"	" 8"	"proton-transporting ATP synthase complex assembly"
"GO:0036067"	"biological_process"	" 8"	"light-dependent chlorophyll biosynthetic process"
"GO:0000038"	"biological_process"	" 8"	"very long-chain fatty acid metabolic process"
"GO:0019305"	"biological_process"	" 8"	"dTDP-rhamnose biosynthetic process"
"GO:1902358"	"biological_process"	" 8"	"sulfate transmembrane transport"
"GO:0010633"	"biological_process"	" 8"	"negative regulation of epithelial cell migration"
"GO:0015739"	"biological_process"	" 8"	"sialic acid transport"
"GO:0031048"	"biological_process"	" 8"	"heterochromatin assembly by small RNA"
"GO:0000731"	"biological_process"	" 8"	"DNA synthesis involved in DNA repair"
"GO:0042326"	"biological_process"	" 8"	"negative regulation of phosphorylation"
"GO:0006111"	"biological_process"	" 8"	"regulation of gluconeogenesis"
"GO:0097359"	"biological_process"	" 8"	"UDP-glucosylation"
"GO:0098886"	"biological_process"	" 8"	"modification of dendritic spine"
"GO:0061610"	"biological_process"	" 8"	"glycerol to glycerone phosphate metabolic process"
"GO:0005983"	"biological_process"	" 8"	"starch catabolic process"
"GO:0051274"	"biological_process"	" 8"	"beta-glucan biosynthetic process"
"GO:0007269"	"biological_process"	" 8"	"neurotransmitter secretion"
"GO:0072344"	"biological_process"	" 8"	"rescue of stalled ribosome"
"GO:0120045"	"biological_process"	" 8"	"stereocilium maintenance"
"GO:0019354"	"biological_process"	" 8"	"siroheme biosynthetic process"
"GO:0120010"	"biological_process"	" 8"	"intermembrane phospholipid transfer"
"GO:0075512"	"biological_process"	" 8"	"clathrin-dependent endocytosis of virus by host cell"
"GO:0032402"	"biological_process"	" 8"	"melanosome transport"
"GO:0044458"	"biological_process"	" 8"	"motile cilium assembly"
"GO:0000147"	"biological_process"	" 8"	"actin cortical patch assembly"
"GO:0001732"	"biological_process"	" 8"	"formation of cytoplasmic translation initiation complex"
"GO:0007179"	"biological_process"	" 8"	"transforming growth factor beta receptor signaling pathway"
"GO:0031103"	"biological_process"	" 8"	"axon regeneration"
"GO:0006352"	"biological_process"	" 8"	"DNA-templated transcription, initiation"
"GO:0051791"	"biological_process"	" 8"	"medium-chain fatty acid metabolic process"
"GO:0006314"	"biological_process"	" 8"	"intron homing"
"GO:0051413"	"biological_process"	" 8"	"response to cortisone"
"GO:0046296"	"biological_process"	" 8"	"glycolate catabolic process"
"GO:0032223"	"biological_process"	" 8"	"negative regulation of synaptic transmission, cholinergic"
"GO:0016242"	"biological_process"	" 8"	"negative regulation of macroautophagy"
"GO:0098002"	"biological_process"	" 8"	"receptor-mediated bacteriophage irreversible attachment to host cell"
"GO:0050650"	"biological_process"	" 8"	"chondroitin sulfate proteoglycan biosynthetic process"
"GO:0010606"	"biological_process"	" 8"	"positive regulation of cytoplasmic mRNA processing body assembly"
"GO:0010155"	"biological_process"	" 8"	"regulation of proton transport"
"GO:0035332"	"biological_process"	" 8"	"positive regulation of hippo signaling"
"GO:0017003"	"biological_process"	" 8"	"protein-heme linkage"
"GO:0030514"	"biological_process"	" 8"	"negative regulation of BMP signaling pathway"
"GO:0045907"	"biological_process"	" 8"	"positive regulation of vasoconstriction"
"GO:0045727"	"biological_process"	" 8"	"positive regulation of translation"
"GO:2001140"	"biological_process"	" 8"	"positive regulation of phospholipid transport"
"GO:1901281"	"biological_process"	" 8"	"fructoselysine catabolic process"
"GO:0044416"	"biological_process"	" 8"	"induction by symbiont of host defense response"
"GO:0046110"	"biological_process"	" 8"	"xanthine metabolic process"
"GO:0019622"	"biological_process"	" 8"	"3-(3-hydroxy)phenylpropionate catabolic process"
"GO:0033611"	"biological_process"	" 8"	"oxalate catabolic process"
"GO:0007317"	"biological_process"	" 8"	"regulation of pole plasm oskar mRNA localization"
"GO:0051289"	"biological_process"	" 8"	"protein homotetramerization"
"GO:0045075"	"biological_process"	" 8"	"regulation of interleukin-12 biosynthetic process"
"GO:0032048"	"biological_process"	" 8"	"cardiolipin metabolic process"
"GO:2000271"	"biological_process"	" 8"	"positive regulation of fibroblast apoptotic process"
"GO:0051225"	"biological_process"	" 8"	"spindle assembly"
"GO:0015684"	"biological_process"	" 8"	"iron ion transport"
"GO:0019563"	"biological_process"	" 8"	"glycerol catabolic process"
"GO:1903546"	"biological_process"	" 8"	"protein localization to photoreceptor outer segment"
"GO:1902209"	"biological_process"	" 8"	"negative regulation of bacterial-type flagellum assembly"
"GO:0006220"	"biological_process"	" 8"	"pyrimidine nucleotide metabolic process"
"GO:0060070"	"biological_process"	" 8"	"canonical Wnt signaling pathway"
"GO:0006826"	"biological_process"	" 8"	"iron ion transport"
"GO:0038146"	"biological_process"	" 8"	"chemokine (C-X-C motif) ligand 12 signaling pathway"
"GO:0006353"	"biological_process"	" 8"	"DNA-templated transcription, termination"
"GO:0000052"	"biological_process"	" 8"	"citrulline metabolic process"
"GO:0009306"	"biological_process"	" 8"	"protein secretion"
