name	dmm1	dmm2	dmm3	dmm4
protein processing	0.043818483	0.201711122	0.327729215	1.426980623
carbamoyl phosphate catabolic process	0.003549807	0.001631582	0.014360697	0.225360096
"pentose-phosphate shunt, oxidative branch"	0.000322141	0.265261751	0.014500388	0.22091568
cell cycle arrest	0.000322141	0.001631564	0.014906217	0.078610086
pyridoxal metabolic process	0.003558796	0.00163155	0.014662451	0.147630697
flower development	0.003544099	0.001631503	0.021517465	0.03965455
response to thyroxine	0.003549809	0.111579048	0.029480086	0.039253474
positive regulation of chemotaxis	0.00034472	0.00163124	0.01443772	0.35601367
regulation of cell projection assembly	0.000322141	0.001629252	0.007468915	0.048511869
positive regulation of response to oxidative stress	0.000322141	0.001630999	0.000688892	0.09594248
chloroplast organization	0.027043283	0.328634349	0.100589441	0.367824731
muscle fiber development	0.003565084	0.018233682	0.014442476	0.003337891
"retrograde transport, endosome to Golgi"	0.010066957	0.090627523	0.021988908	0.246680871
secretion by the type IV secretion system	0.023943297	0.001622103	0.045169594	0.555914146
sensory perception of smell	0.016817786	4.837809776	0.035966438	0.079931766
embryonic forelimb morphogenesis	0.003549807	35.02703252	0.007443739	0.037815939
oxidative phosphorylation	0.153047747	1.684892472	0.242955137	4.13762818
translational elongation	0.44458417	6.706797047	2.369303278	24.77065575
lateral root development	0.003553625	0.018486925	0.007485815	0.003337891
iron-sulfur cluster assembly	0.199702578	0.825883048	0.612599113	8.002703882
lipopolysaccharide core region biosynthetic process	0.062342066	0.001618007	0.269944459	3.462192823
forebrain neuron development	0.00356624	0.001622788	0.000688892	0.003337891
eye photoreceptor cell differentiation	0.000322141	0.001631385	0.007576693	0.003337886
cellular response to transforming growth factor beta stimulus	0.000322141	0.001631548	0.007558679	0.077784725
regulation of ion transmembrane transport	0.061100848	0.018233784	0.068434339	0.665640807
mannose metabolic process	0.065500973	0.018233749	0.131430707	1.824059343
negative regulation of mitotic cell cycle	0.000322141	0.001628516	0.000688892	0.079362775
glucose homeostasis	0.020260142	17.24957493	0.05193158	0.217737699
Notch signaling pathway	0.010039908	0.13465802	0.029267673	0.215399337
photosynthetic electron transport in photosystem I	0.003584712	0.001627892	0.000688892	0.038463515
D-tagatose 6-phosphate catabolic process	0.03429267	0.001629983	0.207596744	0.832460561
response to yeast	0.000322141	0.018233673	0.014360697	0.078259209
cellular response to purine-containing compound	0.000322141	0.001623074	0.007568451	0.003337891
negative regulation of neuron death	0.003549807	34.94665363	0.014312115	0.038463514
peptide catabolic process	0.042255045	1.44374519	0.173750544	1.638768152
regulation of insulin-like growth factor receptor signaling pathway	0.000322141	0.001628559	0.000688892	0.040840038
actin cytoskeleton organization	0.21450266	0.071208092	0.164137514	0.494721726
nucleic acid phosphodiester bond hydrolysis	3.509087152	2.925664824	32.50151015	169.1143175
negative regulation of supramolecular fiber organization	0.000322141	0.172600348	0.00751731	0.039532842
SCF complex assembly	0.000322141	0.001628853	0.021940851	0.037815939
photosynthetic electron transport in photosystem II	0.047989318	0.01838466	0.096388232	0.249492068
UV protection	0.020461572	7.723658794	0.091008302	1.247634651
second-messenger-mediated signaling	0.016951797	0.001626109	0.078599199	1.001840858
reductive pentose-phosphate cycle	0.020384353	0.204088755	0.053661476	0.449476402
galactose metabolic process	0.185756956	0.155197917	0.624796546	3.856062973
vitamin K biosynthetic process	0.000328896	0.001631565	0.021443865	0.201905778
stress-activated protein kinase signaling cascade	0.000322141	0.001628909	0.007498547	0.039532842
positive regulation of transcription regulatory region DNA binding	0.000322141	0.001630999	0.000688892	0.091991152
regulation of Notch signaling pathway	0.006772653	0.001629322	0.021749066	0.039532842
corrin biosynthetic process	0.003568256	0.001630812	0.031085455	0.838002393
nucleoside phosphate metabolic process	0.003570744	0.001631425	0.007508802	0.285302509
negative regulation of cell adhesion involved in substrate-bound cell migration	0.010039908	79.06493038	0.045792752	0.400745185
response to L-cysteine	0.003544099	0.001631302	0.014312115	0.414116077
glyceraldehyde-3-phosphate biosynthetic process	0.000322141	0.247774088	0.021940392	0.037815939
positive phototaxis	0.003544099	3.841093196	0.007443739	0.074356395
"mitochondrial electron transport, NADH to ubiquinone"	0.065255202	7.574120618	0.055591091	1.437873773
L-ascorbic acid metabolic process	0.000344649	0.001628583	0.03086991	0.462925047
nucleotide-sugar metabolic process	0.078967118	0.001613628	0.307236831	2.333762204
forebrain neuron differentiation	0.00356624	0.001622788	0.000688892	0.003337891
ethanol metabolic process	0.000322141	32.86303669	0.014417956	0.039768997
cytokine-mediated signaling pathway	0.031222824	0.2636991	0.07313014	0.082712422
malolactic fermentation	0.000322141	0.001619993	0.014598879	0.003337891
glycerolipid biosynthetic process	0.045051043	0.001625232	0.095623741	0.45329837
nitrate assimilation	0.193200167	0.053482928	0.605368718	9.124095665
glycerolipid catabolic process	0.003549807	0.00162879	0.007574086	0.038463514
steroid hormone mediated signaling pathway	0.003558795	0.001631577	0.021322135	0.124036936
cellular response to interleukin-1	0.003549809	0.131754249	0.029480086	0.039532842
polyamine transmembrane transport	0.08267439	0.289965609	0.229973161	5.056904234
hippo signaling	0.000322141	0.001630534	0.014409607	0.075643889
retinoic acid receptor signaling pathway	0.00681172	35.02703219	0.007576693	0.003337886
response to iron(III) ion	0.000322141	0.623669844	0.014417956	0.081675017
cardiac muscle tissue development	0.000322141	35.02703265	0.000688892	0.039253474
nuclear pore organization	0.036012874	0.001627154	0.085813624	0.003336894
anaerobic respiration	0.124024863	4.743806629	0.322038474	5.362087913
ribosome disassembly	0.027657213	0.366889113	0.166033794	0.849427908
bacterial-type flagellum assembly	0.18441193	0.001604956	0.406696166	14.83911169
lipopolysaccharide-mediated signaling pathway	0.000322141	0.001620519	0.014693095	0.003337891
regulation of innate immune response	0.000322141	1.197958332	0.000688892	0.003337891
cellular response to menadione	0.000322141	0.12878568	0.007443739	0.476469772
regulation of lipid biosynthetic process	0.013905738	0.001623357	0.054584246	0.82018773
cellular response to fatty acid	0.000322141	36.78806811	0.000688892	0.038910393
organic phosphonate catabolic process	0.052256081	0.001611855	0.090713282	2.849900993
response to iron ion starvation	0.003544099	0.036155096	0.038109689	0.193536673
endocytosis involved in viral entry into host cell	0.003562361	0.001631296	0.039127929	0.081414712
apoptotic mitochondrial changes	0.000322141	0.109073017	0.014501954	0.038463515
proteolysis involved in cellular protein catabolic process	0.050340888	2.756755674	0.173730369	1.937236311
neuromuscular junction development	0.010091429	0.018233696	0.014409607	0.080670295
cellular response to nitrate	0.003544099	0.001631576	0.007443772	0.130576392
S-methylmethionine transport	0.000322141	0.001631534	0.007468948	0.358331517
polyol catabolic process	0.013573357	0.001627862	0.056425856	0.424561992
synapse assembly	0.00679635	0.00163107	0.007443739	0.298159629
cellular response to retinoic acid	0.000322141	35.73114781	0.007468915	0.077224091
polyphosphate catabolic process	0.000322141	0.001631584	0.014467256	0.179572264
TOR signaling	0.04711378	0.001627688	0.07151198	0.146401236
monovalent inorganic cation transport	0.023837151	0.018233707	0.055821147	0.867813834
semaphorin-plexin signaling pathway	0.061703774	0.001617813	0.087179901	0.418503915
glycoprotein catabolic process	0.003544099	0.001631418	0.014591131	0.286993276
intermediate filament cytoskeleton organization	0.000328852	0.001628803	0.007546673	0.040154962
isoprenoid biosynthetic process	0.306904448	0.110935503	1.080334937	17.39580118
protein complex oligomerization	0.081437177	2.557454468	0.237952579	1.821112911
cell wall polysaccharide metabolic process	0.000322141	0.001630236	0.007443739	0.080838714
inositol lipid-mediated signaling	0.013622127	0.001628518	0.007443739	0.003337891
phototransduction	0.010039904	0.001631431	0.021702124	0.123066049
Mo-molybdopterin cofactor metabolic process	0.038945543	0.001619472	0.0382532	1.1444434
negative regulation of hemopoiesis	0.003553627	0.111579071	0.029537554	0.123127547
nucleobase-containing small molecule interconversion	0.023916347	0.318767385	0.106352276	1.325359605
phylloquinone biosynthetic process	0.010039911	0.001630693	0.037420854	0.082743839
regulation of neurogenesis	0.010228361	0.001629243	0.014312115	0.038463515
positive regulation of carbohydrate metabolic process	0.003563802	0.001631435	0.01457396	0.475623483
receptor clustering	0.020351416	0.018233748	0.085236358	0.655275662
regulation of nitrate assimilation	0.000322141	0.001630999	0.000688892	0.088954136
cellular hyperosmotic response	0.020928495	0.001618061	0.053605872	1.529798481
autophagosome maturation	0.000322141	0.072781755	0.007468915	0.003337891
neuron projection development	0.01342527	0.00162852	0.007468915	0.039532842
protein localization to outer membrane	0.000322141	0.001630996	0.007443739	0.458589664
deoxyribose phosphate catabolic process	0.027125211	0.001626304	0.075897241	0.746625766
positive regulation of programmed cell death	0.003567291	0.374465238	0.000688892	0.074356395
phospholipid dephosphorylation	0.003565084	0.266469249	0.007508769	0.121605887
thiamine transmembrane transport	0.010184366	0.001628131	0.062144276	0.520726446
D-glycero-D-manno-heptose 7-phosphate biosynthetic process	0.006783553	0.001626676	0.038818288	0.82815117
ribose phosphate biosynthetic process	0.000322141	0.198676833	0.007443739	0.039532842
regulation of hydrogen peroxide metabolic process	0.000322141	0.001631526	0.000688892	0.16165469
exocytosis	0.003544099	0.00163128	0.014417956	0.118693854
carnitine metabolic process	0.028177919	0.035383705	0.073504967	0.794541658
viral entry into host cell	0.056580268	1.739660097	0.19545839	1.120672578
transformation of host cell by virus	0.00356236	0.001624862	0.014417956	0.003337891
glomerular visceral epithelial cell fate commitment	0.035816849	0.001622038	0.043660166	0.04290078
pyrimidine-containing compound salvage	0.035390175	0.001619603	0.283981877	1.746332843
cellular response to iron ion	0.042033949	0.018233743	0.211413358	1.23331766
regulation of transmembrane transporter activity	0.000322141	0.001631273	0.000688892	0.312557121
arabinan catabolic process	0.003553625	0.001630431	0.030314311	0.428434847
porphyrin-containing compound biosynthetic process	0.270945417	0.590813807	0.997549844	22.25016963
glycolipid transport	0.003549807	0.001627351	0.014468434	0.12203544
glucan catabolic process	0.010087108	0.001627781	0.028949202	0.633890118
regulation of cell shape	0.470113527	0.786506321	2.124069915	52.30129336
cellular response to oxygen-glucose deprivation	0.000322141	0.613793211	0.000688892	0.003337891
lipoprotein biosynthetic process	0.184461829	0.374032233	0.52224445	4.630178786
glycoprotein biosynthetic process	0.000322141	0.001620544	0.007558679	0.003337891
killing by host of symbiont cells	0.000328894	0.071807297	0.014312115	0.037815939
organic acid phosphorylation	0.040143988	0.001622551	0.163643103	2.013708003
D-ribose metabolic process	0.03808587	0.001621138	0.132864062	2.182919468
vesicle docking involved in exocytosis	0.020356039	0.035879367	0.055149828	0.241105927
regulation of signaling receptor activity	0.076391826	2.231736567	0.158855042	0.511770228
cellular response to lipopolysaccharide	0.003544099	0.018384615	0.000688892	0.039532842
folic acid-containing compound metabolic process	0.024197374	0.001621105	0.157260162	1.42031513
menaquinone biosynthetic process	0.165894438	0.053038488	0.49911732	5.382878492
cellular response to starvation	0.068481169	0.263699133	0.140573714	3.940634513
extracellular matrix assembly	0.000322141	0.001631504	0.000688892	0.230843315
pronuclear migration	0.016936639	0.001630108	0.029333567	0.003144405
antimicrobial humoral immune response mediated by antimicrobial peptide	0.000328894	0.071807297	0.014360697	0.037815939
response to lipoic acid	0.000344702	0.001630569	0.014540989	0.077784726
oligodendrocyte apoptotic process	0.023948033	0.053482385	0.053723506	0.303608322
urate catabolic process	0.003587161	0.001631505	0.007485815	0.087091961
regulation of response to DNA damage stimulus	0.000323345	0.001629085	0.007541972	0.037815939
glycosaminoglycan catabolic process	0.003563801	0.681387326	0.030642364	0.133671347
detection of hypoxia	0.000322141	0.001630271	0.007443739	0.081213777
oligosaccharide transport	0.013468366	0.001628877	0.085666983	0.393744866
cardiac muscle cell development	0.000322141	14.03938402	0.007443739	0.003337891
sucrose metabolic process	0.016803366	0.001628609	0.066940143	0.729373823
melanin biosynthetic process	0.003563802	0.001631588	0.029640944	0.12338365
response to sucrose	0.000322141	0.001630348	0.014312115	0.134837928
chronic inflammatory response to antigenic stimulus	0.000322141	0.018384627	0.000688892	0.171410251
cellular response to calcium ion	0.013501493	0.001628624	0.037178007	0.149089337
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent"	0.000322141	1.255943273	0.000688892	0.003337891
regulation of bacterial-type flagellum-dependent cell motility	0.013409536	0.018233747	0.104183794	1.233624839
negative regulation of gene expression	0.030637698	78.85257747	0.054049936	0.751040918
posttranscriptional regulation of gene expression	0.020611332	0.07180733	0.093801054	0.943795366
ergosterol biosynthetic process	0.037805353	0.001618737	0.105164838	0.398803968
pronuclear fusion	0.016936639	0.001630108	0.029333567	0.003144405
thiosulfate transport	0.119922409	0.053934862	0.308544143	4.502874252
autophagosome assembly	0.01373437	0.001631533	0.000688892	0.038910393
toluene catabolic process	0.000344696	0.001631239	0.007611062	0.254750617
protein autoprocessing	0.006820519	0.018233684	0.021923382	0.271773232
negative regulation of mesenchymal stem cell differentiation	0.01009799	0.001626242	0.007442044	0.003143119
galactose catabolic process	0.003573986	0.948217577	0.030673064	0.081031187
lipopolysaccharide biosynthetic process	0.305465102	0.2097423	0.977057601	19.63951573
regulation of protein import	0.000322141	0.172600348	0.00751731	0.039253474
L-ascorbic acid biosynthetic process	0.016822022	0.018233714	0.058983275	0.491533697
cellular water homeostasis	0.006790867	0.001625958	0.038680712	0.242047022
fatty acid metabolic process	0.294219826	3.376605752	0.967958585	23.37190934
protein glutathionylation	0.000322141	0.128785981	0.000688892	0.037815939
chloride transport	0.138000966	0.018384804	0.300696687	2.755186112
monosaccharide transmembrane transport	0.134081682	0.035383437	0.553868912	9.232854841
DNA modification	0.376563127	0.109997531	0.598312629	5.745794289
gluconeogenesis	0.342763194	5.558571685	1.366281367	17.7239083
positive regulation of apoptotic process	0.02011954	36.07393887	0.029191273	0.126825215
positive regulation of mating type switching	0.000323345	0.001618025	0.007546673	0.003337891
purine nucleobase metabolic process	0.062281722	9.798169449	0.150506391	1.484137052
transition metal ion transport	0.031339935	0.001621297	0.118939641	1.678142108
glomerular visceral epithelial cell differentiation	0.035816849	0.001622038	0.043660166	0.04290078
positive regulation of lysosomal membrane permeability	0.000322141	0.172600348	0.00751731	0.039253474
telomere maintenance	0.11554462	0.110934363	0.13297252	0.780193827
negative regulation by host of viral transcription	0.01009799	0.001626242	0.007442044	0.003143119
DNA recombination	1.068492137	1.817484298	4.921055846	87.75872954
trans-translation	0.031139537	0.001620246	0.167463983	1.388770159
COPII vesicle coating	0.010110569	0.00162874	0.014360697	0.168521739
inositol catabolic process	0.041053207	0.001622593	0.096647723	1.238600566
neuropeptide catabolic process	0.000322141	1.255943273	0.000688892	0.003337891
T cell differentiation in thymus	0.003545039	0.001631527	0.021956267	0.003143118
protein carbamoylation	0.044876187	0.001616345	0.075286981	0.92814739
nitrate transport	0.056443441	0.018233815	0.205647487	2.252793281
cellular response to cholesterol	0.000322141	1.055812996	0.000688892	0.003337891
cytosine transport	0.034858793	0.001620442	0.138352097	1.369463513
regulation of activin receptor signaling pathway	0.000322141	0.001631381	0.007558679	0.003337886
sucrose biosynthetic process	0.000328895	1.5059899	0.007468915	0.124460925
osmosensory signaling via phosphorelay pathway	0.010157059	0.001629444	0.015418072	0.703885663
RNA processing	0.463978436	2.553098428	1.75308691	30.86474106
molybdate ion transport	0.094330446	0.035978342	0.320573562	5.922328952
chloroplast relocation	0.003560713	0.001630904	0.007524648	0.003337891
protein transport	0.642147601	0.873800401	3.444796095	50.20463564
wing disc morphogenesis	0.016790345	0.00163117	0.014311561	0.039029716
adhesion receptor-mediated virion attachment to host cell	0.000344689	0.001631582	0.030475958	0.13589908
killing by virus of host cell by post-segregational killing	0.000322141	0.001630561	0.022872033	0.083842203
purine nucleobase transmembrane transport	0.010210014	0.001631419	0.071887425	0.3253618
regulation of TOR signaling	0.0035864	0.00162923	0.000688892	0.039532842
protein homooligomerization	0.043147496	14.97759097	0.278651064	2.042196682
lactose catabolic process	0.017288474	1.742624323	0.082142897	0.368531764
glycerophospholipid biosynthetic process	0.003544099	0.001630922	0.021970796	0.387751454
tetracenomycin C biosynthetic process	0.013479761	0.001625282	0.086175794	0.70139914
skeletal muscle fiber development	0.000322141	0.071207958	0.000688892	0.039253474
regulation of defense response to virus by host	0.000322141	0.202292884	0.000688892	0.038910393
stress granule disassembly	0.000322141	0.131754146	0.014786208	0.181778395
response to L-ascorbic acid	0.000344676	7.641215739	0.014750297	0.003337891
phosphate ion transport	0.188231184	3.183186104	0.531471178	12.75155499
glycerol metabolic process	0.159321723	0.018487118	0.625479141	7.731988741
co-translational protein modification	0.010254553	0.001628539	0.036956105	0.24197729
toll-like receptor 3 signaling pathway	0.000328821	0.001630595	0.052978694	0.076975027
negative regulation of cellular response to heat	0.000322141	0.090627217	0.014417956	0.038463515
signal complex assembly	0.010218169	0.018233724	0.06783006	0.591933687
chloroplast fission	0.000322141	0.001630174	0.007541972	0.077898738
protein polymerization	0.063854807	1.395028356	0.424119623	2.131155165
negative regulation of protein transport	0.000328894	0.001631572	0.014312109	0.140713344
protein hexamerization	0.013598829	14.13522625	0.074911591	0.477261858
long-term memory	0.016883406	0.001630185	0.037750817	0.037815939
microcin transport	0.010244576	0.001622356	0.059116855	0.772714336
calcium-mediated signaling	0.000322141	0.00162904	0.00751731	0.038910393
glycerol-3-phosphate biosynthetic process	0.055707939	0.001613082	0.190018193	1.981556869
compound eye photoreceptor cell differentiation	0.006804396	0.018233667	0.000688892	0.003337891
inositol biosynthetic process	0.0207617	0.036154893	0.093794619	0.465457596
mitochondrial translational elongation	0.046790868	0.433675588	0.206843287	0.684724568
phosphatidylcholine metabolic process	0.000322141	0.001630596	0.028977558	0.532877327
negative regulation of positive chemotaxis	0.000322141	0.001631255	0.007485815	0.319056358
starch metabolic process	0.094167348	0.018233687	0.141821837	0.345306395
regulation of DNA replication	0.105906374	0.001606866	0.288310208	3.17256115
cell wall macromolecule biosynthetic process	0.037191695	0.51066799	0.205646363	0.840496148
beta-glucan transport	0.034367374	0.018233689	0.071992584	0.412067817
positive regulation of angiogenesis	0.000322141	1.255943166	0.007468915	0.037815939
quinate metabolic process	0.003553625	0.001631519	0.000688892	0.144582055
urea transmembrane transport	0.000322141	0.001631	0.022481406	0.561817689
DNA replication termination	0.01027528	0.001631313	0.014360691	0.389174773
Mo-molybdopterin cofactor biosynthetic process	0.218106499	0.054666637	0.450483222	10.48729337
heme biosynthetic process	0.132075818	0.053934846	0.267005519	6.334702036
protein arginylation	0.016767446	0.001625139	0.10293261	1.214340766
nuclear export	0.003544099	0.00162986	0.000688892	0.08149429
acetoin catabolic process	0.02045901	0.035678854	0.128386541	0.718979943
maintenance of postsynaptic specialization structure	0.000322141	0.172600348	0.00751731	0.039253474
negative regulation of purine nucleobase metabolic process	0.006812754	0.001631489	0.065619486	0.201514391
positive regulation of smoothened signaling pathway	0.013593421	0.018233676	0.014393345	0.074356395
phage shock	0.003544099	0.001631582	0.02865728	0.230700582
branched-chain amino acid metabolic process	0.042504336	0.001616928	0.23965468	2.560351987
positive regulation of extracellular matrix disassembly	0.000473749	0.001623685	0.022166782	0.003337891
autoinducer AI-2 transmembrane transport	0.000322141	0.001631329	0.000688892	0.446965818
novobiocin biosynthetic process	0.000328837	0.00162903	0.014645639	0.038463515
regulation of toll-like receptor signaling pathway	0.000322141	0.001624575	0.007558679	0.003337891
extrinsic apoptotic signaling pathway via death domain receptors	0.000328861	0.001628714	0.014392782	0.039659794
pyridoxal phosphate biosynthetic process	0.082770139	0.018233837	0.235692148	3.782709644
cellular response to iron ion starvation	0.003553625	0.001631589	0.014487148	0.156294055
DNA replication initiation	0.216649739	0.035383349	0.578046219	9.461112912
folic acid metabolic process	0.027022147	0.001625186	0.063293064	0.809680675
peptidyl-amino acid modification	0.023672616	0.001618452	0.057342214	1.534669069
cholesterol biosynthetic process	0.003544099	0.03538395	0.01464017	0.038463515
positive regulation of helicase activity	0.00339403	0.001628206	0.071823626	0.346306638
aromatic amino acid family metabolic process	0.099109796	0.035879248	0.219627833	3.788067909
spindle organization	0.003560713	0.001626331	0.007443739	0.037815939
potassium ion transport	0.361813421	0.05424391	0.940972764	27.94688035
receptor signaling pathway via JAK-STAT	0.010099548	0.001626998	0.000688892	0.003337891
allantoin assimilation pathway	0.000322141	0.001631204	0.021922019	0.380414675
polyprenol biosynthetic process	0.003576522	0.00163099	0.014540989	0.502549342
maintenance of DNA methylation	0.000328852	0.001628941	0.007546673	0.039253474
androgen catabolic process	0.000328852	0.001616713	0.007546673	0.003337891
trehalose biosynthetic process	0.101454682	0.018233738	0.204890868	3.643171975
positive regulation of glucose transmembrane transport	0.000322141	0.00163101	0.000688892	0.09279866
cellular response to zinc ion starvation	0.000322141	0.001629069	0.007655549	0.037815939
synaptonemal complex disassembly	0.000322141	0.109996196	0.007508769	0.077784726
negative regulation of inflammatory response	0.000322141	0.001628598	0.007558679	0.076975027
regulation of RNA splicing	0.006772652	0.001629573	0.028899581	0.037815939
photosystem II assembly	0.023945394	0.001631583	0.007468915	0.128299161
mature ribosome assembly	0.020378435	0.001624206	0.232808283	1.002313419
autophagy of mitochondrion	0.010247276	0.08986871	0.036609246	0.077784726
positive regulation of cell migration	0.003551688	0.001630901	0.029536767	0.121605887
bacterial-type flagellum-dependent swarming motility	0.031810763	0.00162091	0.071469058	2.854562012
inositol phosphate-mediated signaling	0.003565084	0.00163129	0.007468915	0.039253474
phytochelatin biosynthetic process	0.003563802	0.001631217	0.021443865	0.084462065
cellular response to sulfate starvation	0.000322141	0.001631043	0.007498547	0.584979729
peptide cross-linking	0.003553625	0.001631574	0.000688892	0.215888402
DNA ligation	0.156506881	0.001607516	0.436296275	10.2367061
cytochrome complex assembly	0.209691349	0.018233833	0.631485109	11.7885188
regulation of transposon integration	0.010272427	0.001629498	0.021322135	0.244530045
gene silencing	0.000322141	0.00163152	0.000688892	0.154926995
bacterial-type flagellum-dependent swimming motility	0.000322141	0.001631325	0.007468915	0.396218655
N-acetylglucosamine catabolic process	0.003562361	0.001631266	0.045514605	0.385429745
osmosensory signaling pathway via Sho1 osmosensor	0.049641537	0.001625282	0.028733055	0.285298092
N-acetylmannosamine catabolic process	0.000322141	0.001629156	0.007558679	0.037815939
G protein-coupled acetylcholine receptor signaling pathway	0.006796333	0.001629335	0.014442476	0.218108432
glycolipid translocation	0.000322141	0.001631055	0.007443739	0.468598466
nicotinamide riboside transport	0.037090905	0.001617794	0.228860567	1.202790861
cellular response to amino acid starvation	0.021007602	0.053785684	0.02240659	0.34107892
cilium assembly	0.003544099	0.001629806	0.029180638	0.083990709
chlorophyll biosynthetic process	0.086170139	0.018233817	0.138165996	1.142828549
RNA phosphodiester bond hydrolysis	0.356778379	2.16653913	1.173033628	24.06713632
5-phosphoribose 1-diphosphate biosynthetic process	0.071045937	15.31935603	0.240217564	2.878126488
cardiac muscle fiber development	0.000322141	0.001628978	0.007508769	0.039253474
cellular response to hydrogen peroxide	0.017163894	0.001621053	0.116974698	0.902437766
mitochondrial ATP synthesis coupled electron transport	0.000322141	0.181129293	0.007468915	0.003337891
pronephric duct development	0.035816849	0.001622038	0.043660166	0.04290078
cellobiose catabolic process	0.006947256	0.00163023	0.007498581	0.232404009
methanol catabolic process	0.006900885	0.001628687	0.000688892	0.040317414
cellular response to cAMP	0.000473916	0.053785598	0.029633603	0.221490034
succinate metabolic process	0.006854016	15.89361516	0.047772343	0.838898886
stringent response	0.020582433	0.001628983	0.007562141	0.281981516
Malpighian tubule morphogenesis	0.000344744	0.055465883	0.007468915	0.121425866
type IV pilus biogenesis	0.067268843	0.001612767	0.137365242	2.354160689
cellular response to nitrogen starvation	0.006911937	0.001631269	0.000688892	0.333908215
nucleoside biosynthetic process	0.023878241	0.001619662	0.081382538	1.74744598
putrescine transport	0.031698178	0.206578071	0.164075391	2.399482014
DNA protection	0.000322141	0.001631387	0.021954365	0.233301735
negative regulation of cell migration	0.000323347	0.001628691	0.007468915	0.040317414
RNA repair	0.020771348	0.001620344	0.11552245	1.831151719
DNA catabolic process	0.100977582	0.00161281	0.307047198	4.879702888
Ras protein signal transduction	0.00358903	0.001616736	0.007443739	0.003337891
O antigen biosynthetic process	0.034788268	0.113521995	0.187144615	1.417117041
protein insertion into membrane	0.226168523	0.001607764	0.467055989	6.963338107
regulation of blood coagulation	0.006800728	0.001631338	0.014565538	0.003337891
spermidine transport	0.003544099	0.001630377	0.030863237	0.889704937
negative regulation of pyrimidine nucleobase metabolic process	0.003544099	0.001625154	0.022084232	0.003337891
mitochondrial DNA metabolic process	0.000322141	0.406894826	0.007443739	0.003337891
pyruvate metabolic process	0.179446121	35.10426479	0.493968543	7.095705605
regulation of NIK/NF-kappaB signaling	0.000322141	0.018233679	0.000688892	0.159703561
regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed	0.006783572	0.00163104	0.022962122	0.553083879
positive regulation of steroid metabolic process	0.000322141	0.962373275	0.000688892	0.003337891
SNARE complex disassembly	0.003571469	0.001631016	0.007468915	0.003337891
lipopolysaccharide export	0.000322141	0.001631574	0.000688892	0.156744442
capsular polysaccharide transport	0.000322141	0.001629373	0.021800812	0.180806104
purine nucleoside metabolic process	0.013307408	0.24628693	0.049416365	0.850584784
protein dephosphorylation	0.261559129	5.13794634	0.559493471	12.42499133
cytokinin biosynthetic process	0.042148847	0.001616731	0.153033695	1.664939512
glycerol-3-phosphate catabolic process	0.074966687	0.001612628	0.277689911	4.522579209
nitrite transport	0.010163226	0.018233727	0.044955656	1.488334508
pyrimidine nucleotide transport	0.00357898	0.001631501	0.021679026	0.396874321
histone modification	0.006912232	0.001629667	0.049205195	0.428079231
heart jogging	0.000322141	0.001631385	0.007576693	0.003337886
positive regulation of phagocytosis	0.000322141	0.172600349	0.00751731	0.077784726
negative regulation of ferroptosis	0.000322141	1.297844828	0.000688892	0.003337891
DNA topological change	1.16242317	4.119487756	1.946934335	27.20629325
DNA packaging	0.100201227	0.001613807	0.143599833	1.709517209
cytoplasmic microtubule organization	0.013709378	0.018233674	0.021480797	0.079659721
cellular amino acid biosynthetic process	1.443003993	335.46388	7.263076385	145.8143582
nucleotide-sugar biosynthetic process	0.030998329	0.113521893	0.126364584	0.631547824
anaerobic cobalamin biosynthetic process	0.006854434	0.018233703	0.096177701	0.727559949
RNA biosynthetic process	0.138262987	7.500089048	0.397826931	2.872320639
rhamnose catabolic process	0.038307655	0.00161298	0.071492866	1.42064348
cellular glucose homeostasis	0.000322141	0.001630285	0.014753951	0.078671181
cellular response to magnesium starvation	0.013536313	0.001631588	0.022125181	0.142029793
"base-excision repair, AP site formation"	0.006839767	0.00162647	0.052738619	0.72969609
galactitol transport	0.013680698	0.001630897	0.116348831	0.515983186
silver ion transmembrane transport	0.031880963	0.001619053	0.12131035	0.844259766
[2Fe-2S] cluster assembly	0.024901232	0.018233723	0.194304321	1.611750761
enterobactin catabolic process	0.003600302	0.001631168	0.000688892	0.082870027
methanogenesis	0.020520544	0.001626281	0.029404179	0.257823417
posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery	0.013757402	0.001631296	0.007468915	0.08870259
protein de-ADP-ribosylation	0.003549807	0.129878552	0.022160141	0.115384026
protein deglycation	0.006922038	0.001630333	0.080191418	0.589715248
translation	4.427089517	26.45002859	25.48077447	157.8598813
regulation of macroautophagy	0.000322141	0.490933373	0.021443865	0.079572595
negative regulation of apoptotic process	0.023459329	45.03350333	0.081944291	0.968974771
negative regulation of extracellular matrix assembly	0.000322141	0.001631201	0.007468915	0.366006588
citrate metabolic process	0.050734245	0.878934805	0.13754863	2.511830733
XMP salvage	0.00356729	0.001626604	0.064821903	0.954745091
dTTP catabolic process	0.006836306	0.001629453	0.029783325	0.227715901
dTTP biosynthetic process	0.101775689	0.018233849	0.250971009	3.165513949
"lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway"	0.006818817	0.00163151	0.022402603	0.341522694
